tenable, unlawful: 2.23957690806
efficacious, flame-retardant: 0.0
clarify, repayable: 0.190510507479
om-mazing, vested: 0.0
first-class, worthless: 0.0
doable, knackered: 2.26881318938
inter-linked, malicious: 0.0
disgusting, overheard: 2.51186991057
remediated, touching: 1.0585053602
adopted, multi-threaded: 0.0
complimentary, pitiful: 0.504006514868
interactive, provisional: 0.217358238949
romantic, sufficient: 0.191887701426
skinny, skinny: 8.25331063129
interactive, intertwined: 1.29836707303
authorized, recurring: -0.181283905671
co-financed, unfavourable: 0
apt, presented: 0.389503254184
illicit, messy: 1.01664088893
note, unreliable: 0.106380579019
executory, nigh: 1.168635083
inadvisable, sustained: 0.531069308325
dispute, hysterical: 0.697713433757
simpler, written: 0.935467811889
invaluable, well-founded: 0.0
get, snotty: 1.04988538406
owned, pending: 0.665604513951
prepared, short: 0.58682693482
brilliant, performed: 0.915878276543
designated, happy: 0.097776947781
distraught, stepped-up: 0.0
out, well-treated: 0.0
democratically, inconvenient: 0.836599952115
antagonistic, together: 1.15930688778
iilegal, streamlined: 0.0
deeper, peaceful: 0.091405539633
disabled, possible: 0.118631071586
ioyal, private: 0.0
disciplined, sudden: 0.268285433701
cynical, egregious: 3.22462045379
callous, foolish: 4.09305364207
microscopic, nothing: 0.528464494385
far-reaching, untrue: 0.0
likable, meticulous: 2.25382616243
founded, informal: 0.691203150099
applied, instructive: 0.744454632919
protected, unfeasible: 0.848408595205
merciless, well-targeted: 0.0
complimentary, prior: 1.10910952934
statewide, undisputed: 0.160144764109
ecologically, reality: 0.569612523474
moreover, unusual: 0.451249897996
drastic, purty: 0.257164851639
compensable, crazed: -0.426982289901
culturally, running: -0.397032352471
intelligent, responsable: 1.16417695478
-ready, statewide: 0.0
identifiable, satisfied: 1.33003270912
acceptable, sold: 0.702895579939
hiv-positive, loveable: 0.0
courrier, defined: 0.26508145859
articulated, global: 0.933141112645
captain, modified: -0.26652169441
fitting, oversensitive: 0.774039208994
colossal, painful: 1.81066898351
addition, asked: -0.077438014476
rigght, screwed: 0.0
european, vast: 0.419341298694
improper, yeah: 0.166247821178
cheaper, proportionate: 0.580131648374
hateful, idiot: 3.54723877773
disputable, positively: 0.539547420606
lousy, ripe: 1.79915390811
better-iooking, crowded: 0.0
livid, loaded: 0.88772821126
above, ail: 0.533472294717
blunt, lovelier: 0.376207215574
additionally, free-of-charge: 0.0
madness, peaceful: 1.73041763169
information, permanent: 0.367169144093
ail, hypersensitive: 1.54185714208
blurred, thrilling: 0.912443785739
participants, resistant: 0.031649373747
latest, propitious: 0.767398141429
everything, lovely: 1.26638920195
laddie, value: 0.202417385047
deliberately, scaleable: -0.351378592105
predominant, uppermost: 3.22032304995
commended, unified: 1.07110190641
deductible, shy: 0.702364406781
cruellest, identical: 1.7482213911
characteristic, frustrating: 1.02293519686
sultry, wide: 0.296471663002
bravest, well-armed: 0.0
convincing, famous: 0.91177670267
cohesive, low-skilled: 0.0
cozy, knowing: 0.833898150015
illusory, miniscule: 1.99287987586
disabled, stiff: 0.283775329025
formally, installed: 0.658540238853
counterfeit, infeasible: 1.56760266267
normally, unbalanced: 0.260511292245
flexibility, mission-critical: 0.0
ecological, soothing: 0.951825429613
forever, lengthy: 1.17510187117
delicious, preposterous: 1.78802127113
sultry, wondrous: 1.93151794695
-just, de-insured: 0
operational, well-tolerated: 0.0
inoffensive, tolerated: 2.93941982436
positive, rock-solid: 0.0
mindful, wary: 5.11415046094
fast-growing, required: 0.0
expandable, temporarily: -0.156911317385
cheerful, principally: 0.11476680248
defeated, timed: 0.070314636673
parched, reprehensible: 0.611668338455
generalized, unlikely: 0.809309276985
mediocre, wise: 1.93352677663
lamentable, well-founded: 0.0
above-board, manageable: 0.0
overly-high, scared: 0.0
sovereign, tedious: -0.286332786119
healthier, iovely: 0.0
above-board, hearty: 0.0
previously, two-: 0.0
stone-cold, unprejudiced: 0.0
adversarial, antsy: 2.44371051592
organized, preferred: -0.168877431541
degraded, forgiving: 1.5087458272
fabulous, intensive: 0.364048688137
irregular, uncomfortable: 2.02972706709
microscopic, moister: 1.83550676523
able, liquid: 0.55292817279
incredible, managed: 0.644940712718
clarify, controversial: 1.70907288386
stillborn, west: 0.397476104001
laborious, opportune: 0.554604221031
busy, fun: 2.31295314039
restless, skeletal: 1.13410510334
functional, wicked: -0.25323515018
entertaining, mediocre: 2.42680026091
adamant, fruitful: 1.13860001656
compensatory, re-established: 0.0
knowing, treatable: 0.609966403073
briiliant, toxic: 0.0
cheerful, you: 0.547128073206
chloe, comforting: 0.534974897532
legal, unfavourable: 0.0
bigger, classic: 0.892157805194
sensational, timid: 0.921473202321
certain, closer: 0.545626203545
all-round, grown: 0.0
furious, supplementary: 0.304208865171
fastest, tardy: 1.80605431549
environmentally-friendly, lacking: 0.0
consequential, wonderfui: 0.0
ma, usual: 0.843819909151
danger, junior: 0.28525936898
agreed-upon, right-handed: 0
known, latter: 0.166544362429
agreed, retard: -0.238085476551
come, natural: 0.403255778069
overt, overt: 7.2123825757
discrete, joyous: 0.646499739785
distinct, severely: 0.086168071458
pointless, way: 1.10214274768
bored, delighted: 1.54600634244
orderable, patentable: 2.56617644649
crummy, principal: -0.012749464092
defeated, inconsistent: 0.87456231096
applicable, touching: 0.870161463189
seen, unsuitable: -0.06443870111
coarser, normally: 0.841324774631
abrasive, lower: 0.243842080963
confidentiality, outrageous: 0.640341083013
-lncredible, relaxing: 0.0
scaleable, searchable: 4.84681240359
frustrated, poisonous: 0.534348529621
antiquated, favorite: 0.248395596341
hiv-positive, thought-provoking: 0
recurrent, right: -0.094011270512
astute, minus: -0.174487164175
skinny, use: 0.708221261826
cozy, supplied: 0.681234508547
affordable, untouched: 0.909236924331
accelerated, vital: 0.67513849732
countless, filed: 0.035082922096
fairer, mixed: 1.55937873706
beastly, prejudicial: 1.42498271307
defenseless, small-time: 0.0
frantic, unlucky: 1.67556154556
finicky, gravest: 0.129965850536
binding, heavyset: 0.174488605722
acute, costlier: 1.21905686508
pristine, switching: -0.147091878182
intensive, reliable: 1.23519378389
contaminated, single: 0.326867011891
displeased, slimmer: 0.715728760278
central, co-funding: 0.0
bold, uptight: 1.03623635402
material, palatable: 0.810561230678
authentic, of: 0.0
forthright, paranoid: 2.44272970982
justifiable, messy: 0.681928922232
harmless, relative: -0.045812779679
proscribed, technical: 0.223446400969
here, urgent: 0.313117694091
greedy, stunning: 0.198593629545
exceptional, masterful: 2.85792146375
perilous, various: 0.752541731384
loveable, wise: 1.24334273478
chosen, vain: 0.317411302414
abreast, unharmed: 1.56102382629
bloodied, fuckin: 1.33916842478
fucked, tall: 0.633061128853
-sorry, frantic: 0.0
boy, dressed: 1.57194686913
idiots, stepped-up: 0.0
cuter, rotten: 1.24104251318
parched, uncertain: 1.15879552802
surprising, undemocratic: 1.38045135058
harmless, immoral: 2.48409302455
executable, unfriendly: 1.72330244468
anomalous, stale: 0.622797832914
justified, switching: 0.189704104687
controlled, deficient: 0.420446213734
distinct, succeed: 0.304947626146
heavy-handed, spotless: 0.0
cabbage, upbeat: 0.022722361207
flourishing, innocuous: 0.439617086631
remaining, submitted: 0.450526925137
acceding, indian: 0.179197660806
established, fuckin: -0.034925025726
careless, unseemly: 2.96114143837
eccentric, everybody: 0.369113690496
flame-retardant, renowned: 0.0
best, temporarily: -0.164253247761
girlie, safeguarded: -0.027175502204
booked, conscientious: 0.157329990046
challenging, speedy: 0.833838949337
nosy, urgent: 0.547288485875
tied, troublesome: 1.03480553642
increasing, likable: -0.174080314465
achievable, inter-related: 0.0
finer, reaching: 0.58077542842
notified, premature: 0.41937450012
based, elaborated: 1.17084204028
dead, fascinated: 1.27273744567
frail, unnerving: 2.27367303889
meaner, sugary: 1.49882764667
any, every: 1.70151447271
adaptable, trusted: 2.23904809496
odd, straight: 0.641878636473
ping-pong, snappy: 0.0
reachable, reprehensible: 0.876458109462
breathtaking, geographical: 0.93123239129
bottled, explicit: 0.082780889056
insignificant, pro: 0.568635654745
richer, unreliable: 0.518040234213
unusual, well-controlled: 0.0
classified, unworkable: 0.779456374213
despicable, savage: 4.03421238903
generally, prepared: 0.576691941392
scarcer, two: 0.657223034976
deliberate, remediated: 0.249685005078
elongated, subdued: 1.33577025865
irritated, specifically: 0.335240438388
formed, holistic: 1.05485406991
beter, suicidal: 0.499937154027
better-looking, implementable: 0.0
absolutely, overambitious: 0.879458712047
exceptionally, southeast: 0.34589769072
cultural, european: 0.906534862115
reality, vivid: 1.09641156982
negligeable, unacceptable: 0.0
cheapest, displaced: 0.554474953989
distributed, targeted: 2.29660551808
emaciated, race: 0.418043853722
flicka, slender: 0.0
educated, systematic: 1.01210498166
differently, incompetent: 1.40904138955
competence, hip: -0.155823664791
classic, discreet: -0.037111136401
around, indicative: 0.677672503746
arming, frankenstein: 0.898534290289
pervasive, trashed: 0.79925121694
prominent, sombre: 1.32117861945
ensuring, under-inclusive: 0.0
financed, overdue: 0.912286266889
exaggerated, watchful: 1.37253796341
comprehensible, extra: -0.141773452843
as, erected: -0.005479621989
dainty, world-wide: 0.0
negligible, processing: 1.17090790639
disproportionate, iegitimate: 0.0
before, clearest: 0.56975995128
closer, infuriating: 0.398112404176
creepy, profitable: 0.988134089387
additionally, yo: -0.080993688286
conflicting, enthusiastic: 0.744980706313
dissimilar, noble: 1.71764651398
enthusiastic, inevitable: 0.529932927113
extremely, hon: 0.840065176767
apologise, dual: 0.0
dubious, unoccupied: 0.427363704691
completely, sealed: 0.694882090582
colossal, displaced: 0.293981275742
again, yes: 1.15727205883
illiterate, off: 0.20103524442
certain, instable: 0.799425578579
monitored, updating: 1.56229525251
every, southeastern: 0.944434991304
back, diseased: 0.340694312954
1st, installed: 0.159078015782
foul, vibrant: 0.119780198494
secretive, shared: 0.436553250873
exhaustive, intense: 2.90325667919
finicky, uninsured: -0.046756705484
applied, booming: -0.030742190641
spontaneous, updating: -0.137092874114
acquired, well-off: 0.0
dummy, stale: 0.148423173616
co-funded, truly: 0.0
dressed, holistic: 0.022503941902
bold, unmistakable: 2.55672858135
long, overall: 0.581165140329
corrupt, necessarily: 0.46156381603
messy, transitory: 1.2918099993
panicked, screwy: 1.66962661996
disconcerting, justiciable: 1.67715039827
meritorious, stunning: 0.429547088511
louder, stupider: 4.8914082313
powerful, reassuring: 1.37817629938
average, starved: 0.780178154001
asinine, estimated: 0.216832669635
elaborate, practical: 1.57225376163
overwrought, recognized: -0.428227228942
detrimental, enraged: 1.43842842566
consultation, lovely: 1.0991563039
customized, graduate: 0.543942460763
mad, unimpressive: 0.86675252974
better-quality, dopey: 0.0
free-standing, powerless: 0.0
ping-pong, soft: 0.0
noteworthy, with: 0.190372579982
lean, shiny: 1.21653613205
continual, well-reputed: 0.0
moreover, nude: 0.352543932328
cowardly, unified: 0.679652256538
commensurate, mum: -0.563698872804
deep, manifold: 0.723228847076
dirty, restful: 0.31831567285
distributed, frankenstein: 0.282956198756
contemporary, gratifying: 0.613799967639
motivated, tiny: -0.368630070311
fair, taller: 0.654664377368
related, well-trained: 0.0
technically, trusted: 0.53239947649
five, genuine: -0.088050568729
permissible, puny: 1.1361706956
bizarre, positive: 0.916389554543
begin, staggering: 0.133702953067
prohibitive, surprised: 1.7358986347
longstanding, thanks: 0.500129907417
fun, treasured: 1.88504297044
leave, sacred: 0.944823262673
educated, inhumane: 0.954250235048
principally, wreckable: 0.0
inclusive, inoperable: 0.043906823208
authorised, invariable: 0.0
considerate, smallest: 1.25412944939
dormant, urgently: 0.475856005907
adorable, recognizing: 0.339623332217
assertive, fatter: 2.72369818082
live, palpable: 0.737378123833
allowable, executed: -0.134236161942
destitute, vibrant: 1.12165378664
modernized, moving: 0.721513999359
absent-minded, rotten: 0.0
sound, vis-: 0.0
bright, latest: 0.292519706528
awol, leave: 1.52853809287
irrational, welcomed: 0.165843313051
darn, nascent: -0.034437946535
heart-warming, surer: 0.0
gentle, misleading: 0.185050902236
bro, natural: 0.077422173392
periodic, self-serving: 0.0
generalized, integrated: 1.23407172715
every, homesick: 0.121614377492
identify, lovelier: -0.500033254003
mobile, near: 0.971036860261
immediately, silent: 0.77401165576
endangered, gigantic: 0.631880865873
america, naturally: 0.284169244519
legibly, seminal: 0.118477494046
belle, scanty: 0.92731942047
central, drunken: 0.853623196868
sultry, virtuous: 1.32355783444
grand, special: 1.17400935016
heinous, revised: 0.238376234095
complementary, readyto: 0.618282827552
ineffectual, less: 1.1195411325
alternative, bothersome: 0.370051064951
null, short-sighted: 0.0
counter-productive, warmth: 0.0
fruitless, phenomenal: 0.594138990708
baby-sitting, seamless: 0.0
infallible, righteous: 3.02135021201
armored, voluntary: 0.20712361198
co-operate, full: 0.0
exclusive, scant: 0.453609729419
cloudy, pro: 0.627947342488
comfy, uneconomical: 0.806302258291
johnny, stranger: 0.777174597069
foolproof, jittery: 1.58952613633
expanded, guilty: -0.337459686917
fuller, wild: 0.428437520599
educational, normal: 0.494467436246
impermissible, unaffected: 0.809983165282
strongly, widespread: 1.26677917518
noisy, parallel: 0.523060518091
ancient, aware: 0.04550371697
equivalent, immaterial: 1.55229498962
naturalistic, positioned: 0.531820899678
muted, necessarily: 0.363858956267
grimmer, quieter: 3.92190790842
judicious, korea: 0.283671693666
dismal, issue: 0.241234099934
adequate, rare: 0.273062644487
adjusted, missingg: 0.0
cordial, disgraceful: 1.32521568356
small, worrisome: 1.0832837987
lamentable, tenuous: 1.97415213422
battered, unprofitable: 1.18169319472
aggravating, glowing: -0.48659209401
dormant, yellow: 1.20755977672
certifiable, smarty: 1.83372012894
certainly, independent: 0.245289602609
unbiased, unsteady: 0.955339109293
criminal, intensive: 0.786234298412
well-targeted, yourself: 0.0
interim, well-filled: 0.0
overwhelmed, positive: 0.49744009344
moister, shared: 0.045710216324
factored, generous: 0.873775632802
phony, questionable: 2.7442689711
diseased, minuscule: 0.785574946457
joyous, oriental: 1.13414296526
insubstantial, s-sorry: 0.0
adjusted, sentient: 0.099806472457
armed, slightly: -0.072684738606
fruitful, left: 0.111263663833
gorgeous, wreckable: 0.0
mission-critical, notable: 0.0
commendable, funny: 1.75436013605
forgotten, grumpy: 1.76292580129
heterogeneous, jeopardized: -0.05570383942
accurate, coming: 0.442269110888
attractive, striking: 0.974535917368
content, overheated: -0.227958909201
courageous, run: 0.183901792475
hurting, try: 1.08263576638
angry, heard: 1.74581617376
alive, ma: 0.7054663827
classy, weii: 0.0
accessible, rigorous: 1.2083843969
recognised, slower: 0.0
than, unambiguous: 0.12769823505
biggest, mandatory: 1.20989874903
set, symmetrical: 0.823705781646
expedient, owned: -0.047937057743
moister, tiring: 2.35695809442
self-sustainable, truth: 0.0
petrified, understandable: 1.61084422106
okey-dokey, value: 0.0
first, plain: -0.311125713226
science-based, specifically: 0.0
fruitless, north-west: 0.0
aesthetic, mieux: 1.1593634687
closed, empty: 2.26114435026
endangered, freezing: 1.05817962078
east, history: 0.631285245806
personal, static: 0.556612608164
legibly, om-mazing: 0.0
-so, remarkable: 0.0
adversarial, corrigendum: 0.896878356553
darkest, grown-up: 0.0
gratuitous, legitimate: 1.88210678993
disjunct, freely: 0.695679197945
fun-loving, implemented: 0.0
frightening, horrendous: 3.9249479214
better, depressed: 1.22365745385
early, glamorous: 0.426314978663
educated, massive: 0.132577041135
diminished, vice-chair: 0.0
built-in, traditional: 0.0
considerably, well-received: 0.0
human, prevailing: 0.361376984408
everybody, wrecked: 1.12714151766
reprehensible, stringent: 1.4322877559
armed, grouchy: 0.262777497955
best-known, inter-linked: 0
mama, timelier: -0.182793324924
rational, wanted: 0.706199363062
processing, shiny: 0.339420216058
lame, obsessed: 2.16555389801
steady, succeed: 0.579804144076
affirmative, structured: 0.642399025694
constantly, visible: 0.225633636726
novel, unchangeable: 0.755693569018
attainable, sonny: -0.013642107658
distracted, off-site: 0.0
greatest, seventh: 1.2981025885
allergic, impractical: 0.982600495554
allowable, elderly: -0.033221665264
inconsistent, shocking: 2.11160600961
better-quality, surprising: 0.0
formed, murderous: 0.447897663812
ill-defined, thrilled: 0.0
parallel, widening: 1.75527470356
best-known, shocked: 0.0
least, vital: 0.352823342471
-mentioned, reyes-torrena: 0
horseshit, wierd: 2.96910816396
adverse, social: 0.816083292917
overkill, vis-: 0.0
aggravating, overheated: 2.25849659049
periodic, refusal: 1.07418715845
fancy, integrated: 0.511850784374
accurate, sappy: 0.755737398948
missingg, sovereign: 0.0
farther, marked: 0.177920154794
grisly, policy: 0.183107969621
all-round, annoying: 0.0
currently, useable: 0.185234734828
finite, misleading: 1.11434797823
following, welcoming: 0.517033002476
genuinely, well-lit: 0.0
apart, gender-neutral: 0.0
fair, pitch-dark: 0.0
convenient, illustrative: 1.04122386455
docile, fifty: 0.786987480161
indebted, unlocked: 0.560220793173
amended, easy: 0.1456773983
gay, untenable: 0.52941866463
collective, patience: 1.21038496804
butthead, northern: -0.33933201554
few, unchangeable: 0.267195046667
cooler, material: 0.568852632256
cheapest, timed: 0.824504275515
proscribed, sal: 1.22377112285
contemplated, performed: 1.26548078585
co-operate, starker: 0.0
absolutely, southeast: 0.189101787272
perpendicular, softer: 2.02940098045
again, primary: 0.446240380948
engagement, jolly: 0.796893729644
asshole, lacking: 0.432543755377
remarried, utilized: -0.449926269183
flaccid, potent: 2.69404538319
acute, lazy: 0.338895799937
educated, swearing: 0.420125677041
happening, undamaged: 0.928107622047
snappy, treated: -0.264386909691
excitable, korea: -0.248812754933
sparse, timelier: 1.28148923156
motherfucker, romantic: 0.959193963723
belligerent, stunning: 0.563466695976
deep-rooted, long-term: 0
manifold, scattered: 0.566081596278
enlightening, nifty: 1.28624299922
action-oriented, interactive: 0.0
awaited, common: -0.889481602505
minimal, treasured: 0.437308415519
tailor-made, understand: 0.0
better-educated, illusory: 0.0
excessive, predominant: 1.76174518736
chaotic, varying: 1.32449972147
-just, far-ranging: 0
constrained, muchfor: 0.0
freedom, greatest: 1.63406244218
fairer, understand: 1.51033757513
snarky, softer: 1.74009117391
exquisite, prior: -0.033282776417
essentially, losin: 0.484414903535
meritorious, unaltered: -0.230894084447
charming, else: 0.545404200431
actively, unprejudiced: 0.515149954592
incidental, terrific: 0.830320178748
cost-effectively, state-funded: 0
arming, friendlier: 1.04466808782
fiine, still: 0.0
binding, dying: -0.041425224964
strange, whatever: 1.17352265984
coast, upper: 0.760009151969
healthier, heartbroken: 0.604954178838
impolite, laudable: 1.89063122997
elongated, patience: 1.07999201738
classified, liberated: 0.567373105614
meaner, repugnant: 1.89362875543
sociable, surreal: 2.27471652456
self-financing, turned: 0.0
excited, kid: 1.43813329591
relevant, requests: 1.17845246797
horrible, subtle: 1.11583298642
abolitionist, derisory: 0.412278623782
competent, realistic: 1.81630611333
costlier, today: 0.021786176069
basic, choosy: 1.37574962022
funky, integrated: 1.20435075369
indecent, perfect: 0.946044600422
joyful, salient: 0.525319958722
depressing, startled: 1.95706669753
shy, spotless: 1.78889131675
affluent, uncomplicated: 1.51694995491
acceding, interdisciplinary: -0.272288274158
micro, rather: 0.837026220694
doubled, long-lived: 0.0
hopeful, polite: 1.05676130507
inequitable, missing: 0.051870425935
planned, tailored: 1.07863793267
scrumptious, self-sustained: 0.0
boring, neighbours: 0.0
end-to-end, unbelievable: 0.0
expandable, improper: 0.226362070969
effortless, selfevident: 0.0
gandalf, intense: 0.0
compelling, observed: 0.273814470195
bygones, upfront: 1.03010423512
experienced, garbled: 0.039834900832
forthcoming, lost: 0.062849456893
obvious, world-wide: 0.0
complex, mostly: 0.728874707167
incorrect, obscene: 2.65148579116
called, interested: 0.30968907379
hlv-positive, tepid: 0.0
constrained, exponential: 1.31821663443
richer, sturdy: 0.639722191664
cross-border, loyal: 0.0
granted, mediocre: 0.15227135073
northeastern, traffic: 0.420093308146
seriously, well-armed: 0.0
clara, jurisdictional: 0.430277961093
applied, incorrect: 1.32133981858
cuter, normal: 1.47519062281
pitiful, repealed: 0.350228739077
fifth, multi-dimensional: 0.0
dispersal, screwed: -0.503425189827
fertile, strong: 1.24991602047
advantageous, well-protected: 0.0
extensible, heard: 0.108641767308
abrasive, lowest: -0.134412989336
main, minuscule: 0.910327597162
fragile, vital: 2.64967631385
arduous, nonexistent: 0.878310031936
clerical, toasted: -0.592164788197
awful, peculiar: 1.95778207132
berserk, someday: 0.487083793345
complex, liked: 0.153432105874
profane, twisted: 2.52298525759
ended, others: 0.251106193053
foremost, regardless: 0.972078461879
adversarial, cherry: -0.152487737591
factored, follows: 1.64763361469
ridiculus, twofold: 0.557365314616
booming, unsuccessful: 0.172218294129
enthusiastic, inter-dependent: 0.0
migratory, witty: 0.124987431769
extra, fat: 1.04299110932
alarming, anticipated: 0.956022378785
everything, provisional: 0.436884180815
rare, standard: 0.895556707095
familiar, regrettably: 0.363110018648
information, pretentious: 0.685840042843
definite, franco: 0.10406757713
disoriented, embarrassing: 1.78510077254
unitary, weirder: 0.967301206873
incongruous, unspoiled: 3.31811913485
mind-boggling, unproblematic: 0.0
livid, mistaken: 2.38514233192
attention, impenetrable: -0.369155742111
opposed, weil: 0.317571131982
hip, inquisitive: 1.09686647013
forthright, mere: 0.100871087788
goal-oriented, objective: 0.0
cuter, separate: 0.532395721339
objectionable, reduced: 0.423537171044
dramatic, repealed: 0.543911557897
content, forthwith: 0.560735316341
positive, tenuous: 1.58179583991
indicative, random: 1.17506500884
attractive, tepid: 0.992157319526
insolent, probably: 0.470984832106
hypersensitive, selected: 0.73736737429
degrading, finally: -0.205236572782
aligned, light: 0.590782751387
breathe, grieved: 2.28723186351
longitude, pleased: -0.254779613778
horrifying, rock-solid: 0.0
just, susceptible: 0.383488013284
relatively, thorny: 0.918634381335
desolate, injured: 0.69422229766
provided, up: 0.434721630779
comprehend, shit: 1.45271910573
emblematic, frail: 0.805762631035
shitless, vast: 0.195202492485
rogue, usable: 0.661706307361
defensible, obnoxious: 1.61674097553
prohibitive, ridiculus: 0.664096279729
barmy, partial: 0.608590102047
high-quality, vulgar: 0.0
freely, intimate: 0.772937932457
faultless, pitiable: 1.87691560227
dope, human: 0.350693154677
first-hand, okay: 0.0
crazy, forward-looking: 0.0
excited, ungrounded: -0.022147904877
uncontroversial, unforeseen: 1.97535931986
prevalent, two-thirds: 0.0
shielded, thorny: 0.934032531644
overheard, sound: 0.74727957836
grotesque, hilarious: 3.40275501027
affected, volatile: 1.23582743696
currently, ensuring: 0.578488719303
inquisitive, intertwined: 1.20043429333
content, reciprocal: 0.542620814653
problematical, weighted: 1.16392515747
predictable, useless: 2.06212083997
mixed, well-coordinated: 0.0
condescending, well-paid: 0.0
integrated, monstrous: 0.133989934166
religious, undesirable: 1.39308017025
long-lasting, pre-established: 0
cheesy, readable: 1.99539227585
inconsiderable, life-threatening: 0.0
everybody, insignificant: 0.50916661162
dorky, surprised: 1.24774191472
nothingg, skilled: 0.0
dynamic, hateful: 0.951551464015
overwhelming, vague: 1.34836996649
daunting, former: 0.755754611842
daily, limp: -0.08687127077
concrete, considerable: 0.754608695625
organic, yummy: 2.36551195421
compensatory, realisable: 0.0
poorer, sole: 0.307206929672
readyto, targeted: 0.028953234868
detailed, disputable: 1.07249543961
careless, high-quality: 0.0
equipped, severe: 0.897564904067
bottled, imrtant: 0.0
life-threatening, loyal: 0.0
brand-new, periodic: 0.0
challenged, seventh: 0.503367455442
married, scrumptious: 1.09250442377
prescriptive, respect: 0.425046032608
batty, passionate: 2.60593717643
firstly, prolonged: 0.360399784475
cleanest, lifelong: 0.191381457693
edible, housebroken: 2.42243900308
illegal, insurmountable: 1.89177629188
eventually, off-the-record: 0.0
magical, nonsense: 0.81646857209
flat, plenty: 0.579453755769
danger, readable: 0.550871963751
elusive, utilized: 0.631255278773
self-sustainable, sicker: 0.0
puny, visibility: -0.271673624805
concerted, patience: 1.57630259998
correct, inconsistent: 2.06723635875
neat, ourselves: 1.33512076157
legible, technically: 2.29759402705
frequent, prohibited: 1.54025025543
extensible, hopeful: 0.418106521621
nosy, sorr: 0.0
reason, unhealthy: 0.441001272158
afterwards, distinct: 0.112702282694
repulsive, sorry: 2.65677570713
pretty, sweetheart: 1.17614733827
general, tailor-made: 0.0
clerical, self-governed: 0.0
hurt, self-governed: 0.0
cowardly, violent: 3.10972067716
inaudible, undemanding: 0.798758516614
lacking, unsound: 2.33817686518
advisable, probably: 1.5120023617
clarified, monitored: 1.22205200256
broad-based, principale: 0.0
tight, vegas: 0.115284352395
environment-friendly, out-dated: 0
hlv-positive, telling: 0.0
celebrities, induced: 0.153821624903
cost-efficient, systemic: 0.0
distressing, marked: 0.963426037987
adequate, leaner: 0.495681818002
hour, mieux: 0.52848678871
dull, larger: 0.437438470263
choosy, masterful: 0.597472783505
midget, well-informed: 0.0
depressed, need-to-know: 0.0
adapted, dazzling: 0.828473751952
efficient, short-sighted: 0.0
confrontational, newsworthy: 1.60718598972
subsidized, wondrous: 0.67952420464
miniscule, surer: 0.959099252646
preliminary, proprietary: 0.559666083259
anomalous, hurting: 0.027557174734
bigger, common: 0.635400144736
absolute, constant: 2.51201466164
-sorry, typically: 0.0
payable, self-governed: 0.0
dirtier, pro-poor: 0.0
stifling, unhealthy: 2.38263800958
embedded, incorrect: 1.24498179705
gone, promptly: 0.036691632437
environment-friendly, fourth: 0.0
unsettled, unused: 0.781583193957
surely, thoughtful: 1.48839745714
beneficial, stimulating: 3.04942602266
awkward, shocking: 1.99714485773
distasteful, surprised: 2.55469754991
coming, reprehensible: -0.087349482382
crafty, democratic: 0.232958840026
wide-open, youngest: 0.0
old-fashioned, trivial: 0.0
celebrities, received: -0.024558454531
delirious, well-reputed: 0.0
interesting, problematical: 3.46078892154
lousy, reprehensible: 2.01080258799
brain-dead, slower: 0.0
unremarkable, well-suited: 0.0
injurious, unified: -0.475072103603
marvelous, uneven: 1.7479051643
ever-changing, timely: 0.0
horseshit, pervasive: 0.910834108867
exponential, outstanding: 0.710097427626
largely, similar: 0.872585432129
adequate, reckless: 0.876305181146
inconclusive, normal: 0.684897508076
comprende, iittle: 0.0
indisputable, surprising: 2.00505036565
assertive, eager: 1.69835197819
filed, passionate: 0.324703840449
secondary, sensational: 0.244939059657
delicious, overflowing: 1.96108961527
automatic, overflowing: 0.816877523543
incompatible, incorrect: 3.75050854659
shy, tragic: 0.509637824231
chosen, tighter: -0.501140519683
leading, world-wide: 0.0
irrelevant, planning: 0.342381285134
best, minute: 0.427508228402
dearer, persuaded: 0.634529016337
excited, liberal: -0.120146405719
partial, strengthened: 0.353047768459
kinda, well-controlled: 0.0
jolly, them: 0.436910601048
doubled, frightening: 0.517533642123
interest, surreal: 0.001531079965
asshole, indisposed: 1.45941954611
jolly, sensible: 2.48544150998
aggravated, huge: 0.742491347278
counter, user-friendly: 0.0
identify, marketed: 1.46695165688
conducive, non: 0.63021619958
deceptive, flattering: 2.54876538738
dependable, prat: 0.102299058641
blurry, etc: 0.73595635115
deliberately, partial: -0.127634418091
home, transparency: -0.200916074677
predominantly, thought-out: 0.0
fraudulent, so-called: 0.0
firm, well-designed: 0.0
near, transnational: -0.271782094144
changed, momentous: 1.32512976921
met, underprivileged: 0.505893807003
commendable, jump: 0.162167265569
alright, democratic: 0.9731666089
unfettered, unfortunate: 0.384536985249
thin-skinned, well-off: 0
frankenstein, reduction: -0.050399559855
excessive, miscellaneous: 1.60961662122
foolproof, fourteen: -0.093124445491
green, third: 0.036558002644
first-rate, negligeable: 0
awesome, lowest: 0.546256930956
continual, unproblematic: 0.95574107415
complementary, hereto: 0.800899066627
faithful, infamous: 0.946445304593
polished, preceding: 0.809857305566
recurrent, scientifically: 0.603598114419
on-going, someday: 0.0
responsibility, shallow: -0.379316879171
horrendous, trippy: 1.17134336484
racked, reported: 1.59662746994
speaking, virtuous: 0.967382969239
periodic, trivial: 1.1893201556
droll, latest: 0.567294352013
inter-related, succinct: 0.0
