pitch-black, unnerving: 0.0
careful, seldom: 0.99592739171
longer-term, mere: 0.0
accelerated, decided: 0.455877103033
convinced, negligent: 0.999293946545
doctor, unthinkable: 0.831386146518
eligible, gratifying: 1.33187045521
counterfeit, massive: 0.34421792885
actual, material: 1.41852590705
clearer, readable: 2.23025352127
shot, vigorous: -0.072722254626
modest, steady: 3.190429927
compact, hurt: -0.087478798354
aging, exempt: 0.468677243604
emotive, sicker: 0.667908856077
heavy, planning: 0.06097048954
confused, stay: 0.247757103511
for, perfect: 1.05294271396
go, statewide: 0.33853884232
co-, infected: 0.0
alia, updating: -0.252523645215
multi-threaded, unmistakable: 0.0
innocents, polluting: 2.13577865262
credible, tardy: 0.24810274563
19, justified: 0.0
distribution, near: 0.444081977467
colder, yearly: 0.387463842272
battered, unlocked: 0.689797596995
but, flexibly: -0.027316651223
shortly, vegas: 0.373434017771
all-encompassing, already: 0.0
defenseless, pivotal: 0.179683581496
colossal, over: 0.874404102592
actual, supplementary: 0.94231645947
curious, unattainable: 0.191869110556
actually, overloaded: 0.50755214777
nigh, starker: 0.91170456849
tenuous, well-maintained: 0.0
nifty, safest: 0.11766534852
negligible, parched: 0.784074990707
infallible, internal: 1.19563457238
elegant, unfounded: -0.168022599057
ambitious, terrifying: 1.57085800214
inexhaustible, poppycock: 2.27569707639
greater, vigorous: 1.36286130374
duty-bound, elongated: 0.0
democratically, fine: 0.329876304449
opposite, sleepy: 0.809298561438
equally, underage: 0.443392556369
large, sugary: 0.441253945251
fucking, good-looking: 0.0
last, populous: 0.051652054947
bullshit, concluded: 0.184448728823
ended, mechanical: 0.536420468359
living, me: 0.892551602323
smart, wacko: 1.85817931582
requested, simplified: 0.802064719891
generic, home: 0.051468598916
all-embracing, headstrong: 0.0
bulletproof, quality: 0.704705564786
completed, fella: -0.411181058275
repeated, shifty: 1.00803608237
certain, disruptive: 0.968842616964
iate, ionely: 0
daunting, us: 0.46395883392
graduate, heaviest: -0.112475509011
anomalous, legendary: 0.064966555581
education, sold: -0.298669433982
largely, plausible: 0.455277441689
prejudicial, synergistic: 2.70022500832
medical, psycho: 1.64780907252
recent, wondrous: 0.132015376248
aggrieved, docile: 1.52879680084
adequate, inexhaustible: 1.9898720473
cloudy, continuous: 0.620702528075
groundless, heard: 1.72568702808
19, justification: 0.0
alone, improper: 0.874291933773
effective, iittle: 0.0
able, reasoned: 0.907823426396
ineligible, unprepared: 2.67929629336
non-partisan, practicable: 0.0
dumb, responsible: 1.40467724827
average, crude: 1.14139511848
created, nauseous: -0.353752588772
exactly, nothing: 2.05082125326
perfect, safest: 2.04394347021
contaminated, one-sidedly: 0.0
booked, non-exhaustive: 0.0
nonsensical, well-positioned: 0.0
busier, twelve: 0.039266437629
enough, false: 0.546769257855
longstanding, part: 1.10035989623
scanty, schizo: 0.890254236822
distracting, dysfunctional: 2.08761341174
true, underlying: 1.69158108224
justiciable, normal: 0.710229332979
chubby, right-handed: 0.0
conceivable, stiff: 0.664847341571
unachievable, unendurable: 2.92164092041
conspicuous, disrespectful: 1.69466011288
past, satisfying: 0.152587415547
spent, vis-: 0.0
talented, unclear: -0.305425219366
gruesome, intense: 1.85151494141
principale, turned: -0.188700814714
delightful, desolate: 2.09805680899
nude, ok: 1.80204140338
proceed, unpredictable: 0.580326996801
fast, fuzzy: 0.854646285256
invested, state-owned: 0.0
ambitious, down: 0.100782724271
addition, laddie: -0.785882967622
complicit, encouraged: 1.49098660348
corrupt, overwhelmed: 0.576617215304
flat, sophisticated: 0.538856406341
lacking, outrageous: 0.87643602237
cited, dispute: 0.983188184926
hateful, overripe: 2.01033959254
cheaper, hungry: 1.00786350751
murderous, third: -0.017842483459
interrelated, reported: -0.192272015538
reyes-torrena, supreme: 0.0
fat, prolonged: 0.22872925867
iil, perpendicular: 0.0
doing, nascent: 0.785899670082
cited, sadder: 0.129601264123
flourishing, unable: 0.491014725619
clearly, shaun: 0.010244603859
secondly, self-governing: 0.0
neutral, proactive: 1.85891395849
sorr, well-balanced: 0
disorientated, south-east: 0.0
generated, somewhat: 0.56029909148
something, triple: 0.749256123986
destructive, scattered: 0.799718055417
suicidal, well-maintained: 0.0
live, strictest: 1.47016256434
competence, endangered: 0.138935906939
screwy, undemanding: 1.65916714059
crude, starved: 0.818488528601
kiddo, meager: 0.730462997547
batty, triple: 0.569771955617
disturbed, something: 0.600167290047
bone-dry, nauseous: 0.0
anxious, baseless: 0.725037685982
action-oriented, timed: 0.0
lighter, magical: 0.502205486378
frantic, wasted: 1.5102508665
loverly, numerous: -0.432503528482
incompetent, unbearable: 1.89486093902
exact, obvious: 1.52897874252
emerged, observant: -0.063384905836
agreed-upon, corrupt: 0.0
flashing, groovy: 1.31054144221
bone-dry, well-defined: 0
ice-cold, spontaneous: 0.0
open-ended, presumptuous: 0.0
correctly, deceased: 0.945325489415
culpable, supplemental: 0.571925569392
recheck, regularly: 1.05858740884
nearby, statutory: -0.287372239006
fast, swift: 2.84095069277
dopey, surprising: 0.923196729585
hearty, immediate: 0.800853100287
guilty, severe: 1.14167426056
frightening, mesmerizing: 3.22610318173
imminent, pleasurable: 0.101052202082
security, specific: 0.954149562829
rational, urgently: 1.26829610239
content, corrigendum: 0.828167424752
catastrophic, precisely: 1.05092491843
adorable, dependable: 1.9710979269
gross, stronger: 0.18043933454
attentive, massive: -0.064725402962
credible, insufficient: 2.22582428672
allright, arduous: 0.746210161388
radical, redeemable: 0.232310324447
bummed, turned: 1.18663972787
direct, maintained: 0.499248048479
for, well-organised: 0.0
free, under-funded: 0.0
co-funding, forceful: 0.0
fuller, huge: 0.950061937437
guys, horrific: 0.932849141846
fascinating, handed: 0.034638913547
dual, transnational: 1.28582041449
in-progress, northeastern: 0.0
barmy, safest: 1.15098664935
anomalous, distraught: 0.655177957658
agreed-upon, overflowing: 0.0
meagre, specialized: 0.0
either, undisturbed: 0.389959467528
accessible, monstrous: -0.368472239983
complicated, traded: -0.008527157949
kane, suitable: 0.146546914388
foremost, freer: 1.34511171691
ensuring, latter: 0.019368504676
changing, filed: 0.051506012317
in-depth, key: 0.0
blow, innocents: 1.01695715913
state-run, statewide: 0.0
juvenile, optional: 0.170889710861
need-to-know, weak: 0.0
profitable, widest: 0.895538808456
dreamy, eccentric: 3.18828194549
gifted, performed: 1.33448431953
additionally, non-compliant: 0.0
brainless, improving: 0.064225944315
damaged, effective: 0.357768842501
misguided, tell: 0.711798165665
kind, unprejudiced: 0.966726574869
becoming, part: 0.7485261559
mideast, strangers: 0.389329057751
axiomatic, momentous: 1.74879079155
primary, thirsty: 0.022636928904
ourselves, uncommon: 0.228545186471
nationwide, sale: 1.13678376833
pathway, sing: 0.56981068133
deceased, warm: 0.838790745996
competitive, unsolved: 0.477898298399
rough, true: 1.05911760217
johnny, systemic: -0.039293277108
flexibility, re-established: 0.0
justiciable, squat: 0.807766051011
david, delighted: -0.364136395927
pure, terrified: 0.390430032194
famous, realizing: 0.223960047802
seldom, sized: 0.635644921402
occurring, reality: 0.940412491851
political, suited: 0.379508017659
political, zero: 0.849274963365
fall, idiotic: 0.186159154034
contentious, disturbed: 1.43875893063
co-ordinated, tied: 0.0
jam-packed, optional: 0.0
hour, late: 0.891169813729
determinant, overall: 1.61221139084
defeated, expanded: 0.635378994962
delusional, humane: 1.54769712274
fast-switched, pre-established: 0
fragmented, hereto: 0.197976194718
aforementioned, respectable: 1.060697964
fucked-up, relevant: 0.0
updated, violated: 1.09994599925
case, shitless: -0.067562421645
apolitical, useless: 2.13928792008
this, thought-out: 0.0
dominant, unwarranted: 0.339956367236
-ready, belligerent: 0.0
germane, recheck: 0.866810310312
arranged, enormously: -0.034405880559
inconclusive, opening-up: 0.0
co-chair, simplistic: 0.0
admitted, psycho: 0.628636023263
impractical, key: 0.135322879992
mad, unforeseeable: 0.976146561648
amazing, mean: 1.27327056344
accountable, endearing: 1.27890072895
bad, better-educated: 0.0
incompetent, intact: 0.833718111319
discriminatory, gullible: 1.13367839661
charged, roll: -0.21230316681
deadly, inconceivable: 0.893998777278
seen, unspeakable: 0.511196175366
racked, up-to-date: 0.0
admissible, authentic: 2.10164623486
unaltered, whassup: -0.044020851049
plain, under-inclusive: 0.0
a-okay, wished: 0.0
integrated, profitability: 1.48005552503
okey-dokey, traditional: 0.0
diverse, revealing: 0.571126426562
hateful, reasonably: 0.368675413537
faulty, shifty: 0.371809647041
admitted, dodgy: 0.897359546177
meaningless, prouder: 0.491993167129
-good, treacherous: 0.0
big, pray: 0.475816124111
craze, donkey: 1.33381655629
dainty, heated: 0.320141841959
informed, recognised: 0.0
admirable, unhurt: 0.91648470398
free-of-charge, intelligible: 0.0
fragile, stoned: 0.889860639125
free-standing, underprivileged: 0.0
identified, monstrous: -0.343370781827
celebrities, public: 1.03894175642
nutty, splitting: 0.923700107971
poorer, splendid: 0.627239796617
exhaustive, nascent: 0.71847999409
historical, worldwide: 0.53671150401
ghastly, ready: -0.066399640218
quiet, uh-huh: 0.0
doubtful, holier: 0.951660215552
unlikely, way: 0.705225702153
affluent, viewable: 0.581776399602
high-tech, oldest: 0.0
profitable, protracted: 1.15962433265
maximal, placed: 0.15255098425
forceful, mum: 0.361362541001
fairly, susceptible: 0.825553310078
fifth, loverly: -0.252085265495
dispersal, relieved: 0.03825105079
classy, running: 0.608073377254
acceptable, undamaged: 1.97882271065
exactly, loveable: 0.447951878033
off-the-record, roisin: 0
awol, disturbed: 0.89079020084
barmy, peachy: 2.95371379317
a-okay, wider: 0.0
acquired, lighter: -0.077748290471
dedicated, jack: -0.005570436897
all-important, completed: 0.0
debated, determinative: 2.61779758403
felt, withdrawn: 1.09293338706
ill, shocked: 0.768860416684
disjunct, inter-linked: 0.0
opening, sixth: 1.34894194884
almost, iilegal: 0.0
easy, stupider: 1.33779292408
centralized, most: 0.217972741406
total, unconscionable: 0.799912594607
illegal, sticky: 0.662079597121
determining, mostly: 0.400844729549
ancient, north-east: 0.0
darker, worse: 3.8234079406
ageing, pretty: 0.0
enhanced, shorter: 2.04647130564
invested, malicious: -0.390877437056
petrified, proportional: 0.280994565463
physical, rigid: 1.38212810334
disputable, special: 1.00525043076
co-operation, ready: 0.0
alarmed, luck: -0.626998163152
big, voluntary: 0.576705865443
unjustified, whatever: 1.40322632802
perpendicular, self-sustainable: 0.0
berserk, instable: 0.922459850674
dense, original: 0.609198795691
clarify, terrorized: -0.323309884477
debated, nessessary: 0.0
generic, global: 1.26117692614
bad-ass, whatever: 0.0
disproportionate, simplest: 0.414544224067
belle, moreover: 0.21935750619
needless, tough: 0.655470752014
broader, manageable: 1.61393632967
crystal-clear, served: 0.0
thready, underlying: 0.562579625041
illustrative, interestedin: 0.0
flashing, interrelated: 0.323887971619
ever-increasing, exempt: 0.0
compulsory, elected: -0.164854047997
specialised, uninsured: 0.0
affirmative, popular: 0.249061917764
gratifying, shortly: 0.454129239513
annually, understand: 0.184209315803
attention, innocent: 0.585380571569
statutory, youth: 0.301142841023
huh, natural: 0.602754556556
exclusive, immaterial: 0.353777614952
impermissible, unequal: 4.25534034165
implacable, ingrained: 2.38893856899
faint, seen: 0.619906599351
contrary, unused: 0.148562262067
cultural, self-sustained: 0.0
built, forgotten: 1.4197069004
awake, valued: -0.168596891205
adapted, fanta: -0.131727925435
sore, unconvincing: 1.5061057781
counterfeit, prudent: 0.282774921475
sensible, steep: 0.941983752263
pricey, unprotected: 1.0192218632
interactive, smaller: 0.36102291559
induced, ju: 1.31401382528
extant, insincere: -0.024619348581
safest, served: 0.085966559122
bro, good-iooking: 0.0
celebrities, strong: -0.229530276514
fancy, immoral: 0.849141672999
disruptive, hlv-positive: 0.0
accused, overburdened: 0.547689369548
diminished, prosperous: 0.324645713244
illustrative, wise: 0.975895668854
acknowledged, all-out: 0.0
iilegal, pushy: 0.0
counterfeit, non-toxic: 0.0
goal-oriented, pronounced: 0.0
born, galore: 0.073891792105
awaited, disrespect: -0.341172370664
informed, perfect: -0.048409631857
ecological, nonexistent: 0.625669409071
powerful, yo: -0.000727504529
by, malicious: 0.660442410096
now, nut: 0.726239971561
up-to-date, viewable: 0.0
preposterous, puzzling: 3.01862925786
merciless, older: 0.117660452521
blinded, rife: 1.0605950815
based, wise: 0.649291340644
callous, galore: -0.184387253035
good-iooking, pro-poor: 0
bravest, funnier: 2.31314315598
non-compensatory, paradoxical: 0.0
humiliated, unfortunately: 0.834114100895
identifiable, speaking: 1.0875779811
anyway, fifteen: 0.576569469584
required, stocky: 0.350818244909
broad, state-of-the-art: 0.0
continued, eleven: 0.639191909514
answerable, quickest: 0.607774182535
complacent, even-handed: 0.0
alternate, spicy: 0.097046699942
rogue, unfriendly: 3.12653065859
on, progress: 0.288595487106
mum, provision: 0.333422018313
broader-based, school: 0.0
across-the-board, documented: 0.0
deeper, slick: 0.803232442855
else, require: 0.641560818269
-mentioned, unfilled: 0.0
indigent, pre-established: 0.0
partially, principale: 0.223961832966
flammable, folks: 0.359971112474
chickenshit, unspecified: 0.258490178481
concerted, empowered: 1.95985934226
resistant, whar: 0.0
impossible, modern: 0.697533556952
finally, scattered: 0.20573857994
comfy, outermost: 1.36521996858
dangerous, well-established: 0.0
snappy, unfettered: 0.86984768782
insensitive, yummy: 1.05766153014
breathtaking, through: 0.621203422195
cleaner, foremost: 0.354888901505
admitted, desirable: -0.1807008767
impermissible, surprised: -0.543702833339
non-toxic, out: 0.0
first-hand, junior: 0.0
bereft, tiresome: 2.08614210464
certifiable, illustrative: 0.380472483072
challenged, grim: 0.570597409977
thorough, unsavory: 0.917753601215
giant, ineligible: -0.603761692523
checked, inoperable: 1.75053079567
felt, initial: 0.331065465567
louder, predominant: 1.31989216157
predictability, unchangeable: 1.46209138895
comfy, democratically: 0.713536169437
dangerous, far-reaching: 0.0
enlarged, frazzled: 0.292642861839
everybody, giant: 0.451513628881
lame, startled: 1.63666708621
disadvantaged, sadder: 1.23764946854
defunct, need-to-know: 0.0
reported, year: 1.12355218419
dramatic, rehearse: 0.881659854641
non-existent, realist: 0.0
state-funded, wrong: 0.0
need-to-know, obscure: 0.0
counter, fuzzy: 0.207407032881
hereto, physical: 0.277728556337
dainty, long-range: 0.0
crucial, proscribed: 0.553674628823
innocent, justified: 2.63333113326
debatable, vis-: 0.0
associated, meager: -0.019298353642
similar, unstable: 0.925678482266
medical, savage: -0.080099623921
desirable, than: 1.15422252267
intensive, nominal: 0.427903176633
flagrant, well-reputed: 0.0
co-operate, toasted: 0.0
daily, more: 0.700585320763
priceless, unfeasible: 1.20025514753
desired, statewide: 0.68521260798
deepest, envious: 0.971766284322
compulsory, ice-cold: 0.0
