above-board, negligible: 0.0
married, medium: -0.007330256811
facilitated, rife: 0.95469005076
full, oldest: 0.245835172857
also, griet: 0.0
aging, defined: 0.749100881327
this, unimportant: 0.778785230349
high, obvious: 0.40056055826
imrtant, johnny: 0.0
offensive, unsavory: 1.59939131412
certified, dysfunctional: 0.16408596102
all-powerful, dry: 0.0
chilly, thorny: 2.07194768161
consequential, expensive: 1.87637938016
quoted, treated: 0.807439990835
energy-efficient, fat: 0.0
calming, unimportant: 0.795072057259
hon, risky: -0.457678870587
commended, that: -0.146777537965
incalculable, sinful: 1.85676386895
mysterious, rarest: 2.54923147214
flaccid, ravishing: 2.07901692363
dim, unfilled: 1.42856498389
bare, inexhaustible: 1.4966206662
standard, sustainable: 1.01575811334
accustomed, well-prepared: 0.0
fitting, heterosexual: 0.391025348499
laborious, meagre: 0.0
favourable, upfront: 0.0
interminable, productive: 1.13503904026
arming, sadder: -1.21806851596
bone-dry, handling: 0.0
long-range, victorious: 0.0
crazy, systematic: 0.227681983018
classy, recognizes: 0.100627012541
standardized, suitable: 1.84618782193
extraordinary, tabling: 0.305930346651
laddie, quoted: 1.52495429916
surely, winning: 0.525511514098
sold, written: 1.19293147969
legality, over-ambitious: 0.0
contemporary, multi-faceted: 0.0
plenty, unaffected: 0.66582134593
all-embracing, docile: 0.0
lookin, refined: 0.604670221471
acclaimed, superb: 2.51021883167
terminated, treatable: 1.31876427261
pretty, spaced: 1.73037919914
pricey, why: 0.737405615866
hip, left: 1.32769374655
adjacent, find: 0.211461745801
eighth, zesty: 0.461826344605
freezing, superficial: 0.023356602718
manageable, rigorous: 1.53469731833
bullshit, dope: 4.12900170293
nonsense, unresolved: 0.133374750193
short-sighted, simplest: 0.0
fifteen, missingg: 0.0
contained, widely: 0.639778904868
pro-active, transient: 0.0
clear, established: 0.84457951515
advertised, inter-linked: 0.0
aggravating, offensive: 1.45272204965
actionable, overkill: 0.875148208059
impartial, self-supporting: 0.0
counterproductive, darling: 0.340602724674
brightest, tense: 0.247321820271
hooked, various: 0.080437785138
relative, well-reputed: 0.0
before, fully: 0.99257226239
late, obliged: 0.1920025574
accepted, bold: 0.588308825898
delineated, enlightening: 1.18701179197
over-the-air, simplest: 0.0
actually, looking: 0.703320302449
cooler, nosey: 0.0
basically, ultra-hazardous: 0.0
exactly, suspicious: 0.898956373788
displacement, necessarily: 0.617855860071
legally, telling: 0.708777953591
broke, daily: 0.004764445583
ineffective, usually: 0.764729684762
nonexistent, stronger: 0.399685565488
overjoyed, troubling: 1.63113047106
funded, spatially: 0.498912072321
answerable, respect: 2.50537952857
obtainable, persistent: 0.158216336483
acknowledged, advertised: 1.29524870765
potent, ruthless: 2.40998221247
garbled, graduate: 0.121245406819
herein, lookin: 1.56151397292
info, squeamish: 1.96748418108
arming, categorical: 1.07021908676
predictability, say: 0.904526739349
heartfelt, ingrained: 1.24900948047
harsh, trustworthy: 0.781288380231
aging, southwestern: 0.63275034539
terse, unavoidable: 0.840021295039
additionally, extensive: 1.30404983539
abused, exposed: 2.42806879169
manageable, wide-ranging: 0.0
-just, complete: 0.0
ineffectual, yearly: 0.22176693381
everyone, ominous: 0.153490080626
equipped, fiine: 0.0
attainable, durable: 2.69174680476
dubious, elected: 0.306162576325
astonishing, open-ended: 0.0
generic, science-based: 0.0
per, youth: -0.10626240378
inescapable, relaxing: 0.720812428903
classical, perfectly: 1.33862885761
-ready, professional: 0.0
politically, refrigerated: 0.451359201727
eccentric, objective: -0.160455215635
excessive, someplace: 0.179036814851
reported, unprotected: 0.081364267608
accountable, poor: 1.17045206691
clarify, contentious: 1.77205845323
disputable, encouraged: 0.274688012155
flagrant, pertinent: 0.982968494691
authorised, gorgeous: 0.0
acclaimed, comfortable: 0.227057618915
opportunity, undecided: -0.025710387915
mid-sized, slower: 0.0
interoperable, ioyal: 0.0
diverse, proportional: 1.70265929659
magical, pressing: 0.37847443733
hot, welcomed: 0.133251077602
medical, truth: 0.486823790746
intractable, laborious: 2.34956478704
agile, smooth: 2.60792169993
dangerous, egregious: 2.84312170572
foolproof, well-defined: 0.0
ever, lofty: 0.438969306286
cleanest, cleared: 1.55233934941
good, mature: 1.58134626544
experienced, random: -0.064029139844
disadvantaged, revealing: 0.446216980638
about, preposterous: 0.742480299994
transitional, whar: 0.0
diversified, faint: -0.700057232466
believable, imperfect: 2.38727805143
surreal, thirteen: 0.481172914423
cool, rapidly: 0.684083295591
interrelated, problematical: 1.81856012237
shorty, usual: 0.801117561048
shared, weak: 0.05800365655
reaching, self-sustained: 0.0
girlie, looser: 2.13235380569
awkward, unsavory: 3.1981734413
coordinated, flat: -0.389496472912
consistent, wet: 0.852260884212
fiine, illustrative: 0.0
evolving, well-educated: 0.0
bolder, patchy: 1.26339752308
hostile, skint: 0.519732811789
arranged, yearly: 0.591203815059
nosey, pleasing: 0.0
calculated, deeper: 0.185095273461
discernable, gone: 1.1208448511
advised, recent: 0.102654839198
connected, principally: 0.228167501077
mechanical, optional: 0.81277314862
quoted, relatively: 0.502590366476
end-to-end, lesser: 0.0
impolite, respected: 0.888064275766
nessessary, wholly: 0.0
formed, nessessary: 0.0
talkative, that: 0.341554941964
incomprehensible, interwoven: 2.7110755226
bi-directional, regardless: 0.0
assertive, multicultural: 2.61181993661
broad-based, pre-published: 0
juvenile, smitten: 0.348461446826
encompassing, poverty-stricken: 0.0
formally, tentative: 1.58331718774
salute, underage: 0.660460115355
deserted, small-scale: 0.0
equitable, hateful: 0.878788113242
insincere, unique: 0.226922906334
sultry, unharmed: 0.974974054754
holy, sure: 1.0034881448
authoritative, infamous: 0.290089874218
expeditious, foreverything: 0.0
apologise, justifiable: 0.0
luck, silly: 1.62758019043
cracked, equivocal: -0.140492548717
intense, overpriced: -0.047698693576
candid, looser: 1.73566959757
legit, terrific: 2.35726528753
happy, opportunity: 1.52815102024
ineffectual, out-dated: 0.0
provision, well-treated: 0.0
sensational, western: 0.088814604356
black, uncontroversial: 0.524242954391
fairer, good-looking: 0.0
provision, psychogenic: 0.431657523041
furthermore, meager: 0.827825707164
bone-dry, unfriendly: 0.0
otherwise, unwholesome: 1.9915125083
fair, few: 0.181105173215
korean, recurrent: 0.854445625162
shallow, stay: 0.560581941454
prudent, resistant: 1.76153050298
anonymous, loud: 1.2118819482
in-flight, recommended: 0.0
agile, symmetrical: 2.71339067071
allowable, thriving: 0.124046758206
truthful, voluntary: 2.06169024149
issued, labour-intensive: 0.0
engagement, regardless: 0.287691585801
here, unachievable: 0.197301292855
objectionable, unspeakable: 2.21658310236
heartfelt, notable: 1.04998754075
practice-oriented, several: 0.0
armed, killed: 2.4216474962
ambiguous, unabated: 0.58151450025
treasured, upset: 0.952081111696
bastard, finest: 0.505664240606
affluent, cherry: 0.324931049214
developing, unsuitable: 0.929396280983
funnier, intricate: 1.04962436893
adamant, pretty: 0.600641983876
instable, notable: 0.260390831217
craze, dynamic: 0.651067316611
contradictory, guaranteed: 0.271166286196
seamless, unfathomable: 0.894230924927
east, utilized: -0.103932106235
glorious, unforeseeable: 0.719687454425
founded, minuscule: -0.381354347242
elite, winning: 1.38987404654
gullible, stricter: 0.496470898934
agreement, very: 0.518808714934
restrictive, tiresome: 1.86712346652
comforting, southwestern: 0.02890795249
practice-oriented, s-sorry: 0
fall, magical: 0.579180950692
predictability, security: 1.61506460896
nosey, sticky: 0.0
pitch-black, unlikely: 0.0
best-known, non-exclusive: 0
start, unnatural: 0.28119223437
ambitious, ggood: 0.0
legally, running: 0.226373510514
creepy, served: -0.065551914967
over-optimistic, withdrawn: 0.0
marvellous, nude: 0.0
overall, overheard: -0.281957469215
inoperable, toasted: 0.193102408461
s-sorry, untrue: 0.0
absolutely, blinded: 0.751765912759
before, mortal: 0.527439641959
favourable, particular: 0.0
here, obvious: 0.960204333978
frantic, wetter: 0.742833379345
bummed, marginalized: 1.69732165628
stuffed, unaware: 0.405917545374
asking, considered: 0.511399371203
ill-equipped, impracticable: 0.0
affected, indian: 0.503702939442
strongly, understandable: 0.974019789242
perilous, weii: 0.0
emerged, gutsy: 0.306332565764
prevailing, representativeness: 1.85303210196
public, unambiguous: 0.692075337391
notable, rooted: 1.23172163635
archaic, well-received: 0.0
-sorry, school: 0.0
east, uncertain: 0.491891379005
jam-packed, propitious: 0.0
discretionary, unmistakable: -0.026460726369
approved, mindful: 0.354008934578
forward-looking, kiddo: 0.0
earliest, ioaded: 0.0
convincing, idiot: 0.63535302233
flavorful, thirds: 0.830584045363
distressing, listed: 0.029671230469
ancient, salient: 0.93990013706
incalculable, most: 0.445272192772
antsy, cool: 2.51199175305
distribution, unfortunate: 0.047221481288
astounding, johnny: 0.470473663405
day, well-coordinated: 0.0
disquieting, off-the-record: 0.0
frazzled, weak: 1.73935949204
apart, moron: 0.400319515542
inexpensive, overemotional: 0.521266188014
that, well-reputed: 0.0
naked, tighter: 0.636605733623
elsewhere, enhanced: 0.345347882552
heterogeneous, loose: 1.39908032467
fucking, parallel: 0.360748877543
folks, interested: 1.13313415446
important, ridiculous: 1.30979963847
grand, straight: 0.299048303216
innocents, legendary: 0.245834564119
cheery, economically: 0.241552589865
decided, finite: 0.61691167836
boy, long-lived: 0.0
real, youngest: 0.611554105281
modernizing, self-reliant: 0.0
antiquated, guaranteed: 0.231828163234
creditable, sporadic: 1.09373638599
curious, fucking: 1.11811685062
locked, nearest: 1.09418955247
reasoned, wacky: 0.3689330638
free-standing, modified: 0.0
based, utopian: 1.27255269586
mission-critical, wierd: 0.0
credible, rotten: 0.891440293878
ageing, whole: 0.0
physical, positioned: 0.277983135517
average, singular: 0.198074809352
formidable, irate: 0.948842398475
comercial, definite: 0.72181123974
first, receivable: 1.03153523088
acceded, homosexual: 0.501822581036
crude, early: 0.432563560859
diverse, state-run: 0.0
astute, deficient: 1.39023225132
opposite, scandalous: 1.1942028099
self-sustained, widely: 0.0
fuzzy, interoperable: 1.09055295437
stopped, youngest: 0.371416284798
overlooked, silly: 1.25852484367
3rd, uncomfortable: -0.03943317772
almost, thick: 0.763615780719
genius, organic: 0.300979586656
dotty, unaware: 1.30530605894
monumental, praiseworthy: 2.09190405191
all-out, twelve: 0.0
shit, stark: 0.627859932245
weird, well-targeted: 0.0
unwise, usable: 0.540347277677
generic, smarter: 0.774364444295
inestimable, redundant: 0.320608867991
hands-on, repelling: 0.0
depressed, unsound: 2.17254043843
clearest, fried: 0.173499447514
greatest, null: 0.969491142481
assertive, germane: 0.867746234604
annoying, dynamite: 0.886876431092
her, really: 0.816439954858
harmonised, wrongful: 0.0
defined, sultry: -0.357544104252
miserable, twelve: 0.7674708278
casual, uneven: 0.923436440463
conflicting, courageous: 0.790083275508
looser, such: 0.549251463579
compliant, move: 0.159598176286
foreverything, mightier: 0.0
agreed, motivated: 0.823836604255
mission-critical, similarly: 0.0
topical, warm: 1.29872638708
regulated, time-consuming: 0.0
leading, wealthier: 0.079792509151
dressed, ourselves: 0.301402740445
cheap, co-operate: 0.0
ill-conceived, smitten: 0.0
constructed, stellar: -0.151126501943
first-class, soft: 0.0
bold, unfeasible: 1.31039241699
ill-conceived, unquestionable: 0.0
all-out, transitory: 0.0
hurtful, recognized: 0.38960482173
infamous, well-founded: 0.0
briiliant, frustrated: 0.0
annoyed, loud: 2.42445523376
girlie, well-documented: 0.0
predominantly, vulnerable: 1.4239900343
all-out, productive: 0.0
constituted, obscene: 1.54577372019
bad-looking, non-self-executing: 0
chosen, skinny: 0.620496219402
before, stay: 0.776295387511
inaudible, terrifying: 1.3276700323
regardless, unjustifiable: 1.56779820153
associated, trite: 0.328497679447
acute, positive: 0.64251793429
minuscule, sympathetic: 1.06481508766
parched, segregated: 0.859283703207
categorical, unhurt: 0.432175570671
co-, quoted: 0.0
first-rate, prescriptive: 0.0
freak, frustrating: 2.08516191482
fearful, unfair: 1.32646385493
disclosed, disposal: 0.76068217507
flattered, go: 0.392204988959
briiliant, topic: 0.0
in-house, sharp: 0.0
incalculable, planned: -0.076029417643
flattering, preferred: 1.3336126529
healthy, tell: 0.532047789626
shitty, uncomplicated: 1.48487600463
soon, thin: 1.07451963909
cost-effectiveness, unprepared: 0.0
adorable, presently: 0.122256225119
best-known, used: 0.0
first-rate, lighter: 0.0
immersive, thankyou: 0.476006958729
relaxing, true: 0.549354666514
immediate, sketchy: 0.887450724754
phenomenal, sealed: 0.364467745418
either, exhausted: 0.801237332042
accomplished, kiddo: 0.265835121603
enriching, expanding: 2.80176380477
populated, unable: 0.330591857688
decent, laudable: 1.85196987865
unhealthy, widely: 0.557102680722
spoilt, treacherous: 0.0
harmonised, terminated: 0.0
processing, unaffordable: 0.204073959343
elaborate, excessive: 1.07307426888
repayable, unanimously: 1.2594167094
ill-equipped, least: 0.0
flattering, hard-pressed: 0.0
progress, suspected: 0.326175414861
mideast, private: -0.323842775153
arranged, workable: 0.733588616423
ordinary, sensitive: 1.0737192889
in-progress, tasteful: 0.0
allergic, co-chair: 0.0
egotistical, later: 0.079051862144
bogus, glamorous: 1.01748634955
assertive, intolerable: 0.604177016294
checked, compatible: 1.76277752238
comfy, environment: 1.15034290234
back, positively: -0.09887200596
infrequent, om-mazing: 0.0
johnny, refined: 0.367097889392
-surprised, disappointed: 0.0
armored, stringent: 0.205604983388
agreement, personally: 0.111258033975
lead, shielded: -0.085405014466
somewhere, speaking: 0.614063553085
ephemeral, sorry: 0.186723600504
faultless, unfavourable: 0.0
depraved, immersive: 2.05660386556
as, recognised: 0.0
absolute, grand: 0.803498651634
given, insufficient: 1.40562884822
fall, laborious: -0.002092175848
hospitable, nigh: -0.219959544665
-surprised, intractable: 0.0
northern, opening-up: 0.0
discriminate, pleased: 0.558277279224
identifiable, wider: 0.860181682825
northern, physically: 0.205933872055
genuinely, surprising: 0.9557698883
distracting, elsewhere: 0.705766355662
rank, singular: 0.285991619893
de-insured, fairly: 0.0
inequitable, underpaid: 4.21301241494
submitted, surer: -0.832129018609
constructed, lasting: 0.363503887553
pitiful, rigorous: 0.08719787762
mere, observant: 0.275278008975
reprehensible, sensible: 2.17618198033
awaken, superb: -0.288383991966
consultation, tan: 0.652817722056
liberal, well-developed: 0.0
course, jack: 0.557497247521
pre-established, truth: 0.0
apt, yet: 0.695909727548
babe, unclear: -0.189956411059
intelligent, inviolable: 1.56341156239
cleanest, youthful: 1.00629719655
agreeable, colossal: 0.322555942075
brainless, classic: 1.28409421659
bummed, iegitimate: 0.0
legendary, self-aware: 0.0
astounding, surrounded: 0.366315881251
exceptionally, heeded: -0.028795748291
darling, sensational: 1.66298969595
charged, new: -0.051831379632
bonnie, frightened: 1.42567772746
herein, inoffensive: 1.00823510831
all-important, discernible: 0.0
disciplined, nigeria: 0.211848349497
fulfilled, gaunt: 0.260035697766
especially, expedient: 0.446161925804
isolated, suspect: 0.949219783027
done, moderate: 0.043295004882
rescinded, well-structured: 0.0
david, unimpressive: 0.377151563378
finally, uncontroversial: -0.312961307926
