full, rash: -0.267016172525
awestruck, traded: -0.038628414251
anxious, lost: 0.954901948194
black-hearted, full: 0.0
comercial, dodgy: 1.66535328144
additionally, palpable: -0.033367439985
poppycock, wet: 0.314037910268
minuscule, untrue: 0.946664317208
inter-dependent, missy: 0.0
funky, out-dated: 0.0
co-dependent, relatively: 0.0
bolder, gandalf: 0.0
mindful, obligatory: 0.408130862999
either, trendy: 0.474448423617
scalable, widening: 0.307802335391
builshit, plain: 0.0
audience, implausible: 0.651954495659
enhancement, finest: 0.827621954485
intermediate, weary: -0.739993910092
creditable, lengthy: 0.853136249211
provision, worldwide: 0.291010927046
afraid, lacklustre: 0.0
dearer, peculiar: 0.53216620597
smartest, wide-ranging: 0.0
omnibus, winning: 0.23190291955
stillborn, tepid: 2.36936190287
irreconcilable, substandard: 1.10085800555
completely, unheard-of: 0.0
nationwide, zero: 0.737065034441
alternative, nasty: -0.042968339741
cautious, cited: 1.01452115645
superstitious, yummy: 1.84965279077
favorite, prevailing: 0.397479339647
all-embracing, pilot-tested: 0
looser, useful: 0.632393928024
negligeable, uptown: 0.0
blind, streamlined: -0.092403682572
comercial, trashed: 0.837387977337
sizable, unproductive: 0.641966158017
realistic, sketchy: 1.90106328398
demand-driven, simplistic: 0.0
all-out, finicky: 0.0
immoral, needed: 0.263293213182
marginal, psyched: -0.019274758548
contemporary, stringent: 0.492608343146
disruptive, steep: 0.959552182589
imperceptible, legality: 0.450488186469
dependent, merciless: 1.19963624043
medium, periodic: 0.303873050847
original, unanimously: 0.885040079961
advanced, gloomy: 0.606632675577
comfy, courrier: 0.179759813572
receivable, unclear: 1.34130574068
engagement, unfit: -0.256108828065
elaborate, hot: 0.427514786187
everything, statutory: 0.177245662681
awol, murderous: 1.60410506752
open-ended, unsure: 0.0
automated, heinous: -0.202045981201
double, savage: 0.73220835143
probable, sinister: 1.62681422534
built, discrete: 0.473227917473
off-site, uppermost: 0.0
groundless, macabre: 0.552089406196
determining, tepid: 0.06922666563
luke, tedious: -0.112560845382
sultry, unavoidable: 0.356855530617
clear-cut, persistent: 0.0
every, unaffordable: 0.481825696149
populous, recognized: -0.1502932619
easiest, small: 0.879412882945
compatible, equitable: 1.98873440832
holier, open-minded: 0.0
rising, sell: 0.366496228231
new, raison: -0.152726853343
palpable, unsuccessful: -0.032273875845
interlinked, needy: 0.495396646621
missing, supplied: 0.576645227103
condescending, proper: 1.30632896153
noisy, opposite: 0.707852562758
bold, rehearse: 0.195722779444
increased, liberated: 0.635776639738
negative, unsanitary: 1.81498015719
irritated, staggering: 0.544193134819
maintained, pretentious: -0.030235146714
good, unable: 0.694550138701
cohesive, depressing: 1.41107803256
observant, predictability: 0.207011654929
lighter, nice: 1.72203256523
intricate, use: 0.443054858291
iovely, thriving: 0.0
left, true: 0.181407457891
affordable, overt: 0.127897054321
dandy, precious: 0.982700919478
busted, determinative: -0.435456890846
cooler, legibly: 0.455287489992
antagonistic, dim: 1.4695376199
responsible, stricter: 1.36652538754
enrolled, upstanding: 0.64390915012
new, rash: 0.573388917291
in-progress, respendable: 0
formerly, stand-alone: 0.0
iegitimate, publicly: 0.0
brittle, subtler: 2.22318397809
distressed, further: 0.44696153768
euphoric, hiv: 0.686523197926
asking, dangerous: 0.534125106595
crummy, filthy: 3.33385106951
injured, snug: 0.133922809353
busted, prick: 1.9913369831
alright, comfortable: 2.55582709715
damaging, world-wide: 0.0
extremely, unimaginable: 0.957678823625
prodigious, well-represented: 0.0
it, outstanding: 0.085625636543
elevated, truly: 0.126374376254
little, organized: 0.159644477748
recurrent, wacky: 0.334129931415
guys, pitiful: 0.951444391918
even, sluggish: 0.799099980366
clearer, leveraged: 0.567631031809
do-able, untapped: 0.0
instructive, tasteful: 1.74668440528
high-cost, round: 0.0
amended, fitting: 0.415477089362
exceptionally, goal: 0.315718905272
archaic, widening: 0.065939021548
incorrect, rock-solid: 0.0
anything, kind: 2.11760501781
inadmissible, rock: -0.013147227947
planned, short-sighted: 0.0
likable, toasted: 1.39615002921
brighter, prompt: 1.01895787104
gloomy, skilful: 0.610977671488
dysfunctional, instead: 0.605359716204
refreshing, vis-: 0.0
disrespect, everyone: 1.02048758905
doubtful, preposterous: 2.71411400455
bi-directional, inadvisable: 0.0
colder, longest: 1.52846593191
overall, roisin: 0.0
primordial, straight: 0.248232590928
dubious, younger: -0.075870401201
anymore, heights: 0.709966546436
korea, untraceable: 0.361881282981
repelling, volatile: 0.333909083185
green, non-exclusive: 0.0
ethical, tan: 0.622961654487
breathtaking, skint: 0.204562158944
flattered, responsable: -0.464045054691
informal, injured: 0.104687943584
obese, reported: 1.18909384106
handled, unreliable: 0.567654234402
murderous, preposterous: 2.11645428272
immutable, poor: 0.732939289304
extinct, topical: -0.143553773865
distinguished, modernizing: 0.924047701123
intimate, material: 0.675123550899
non-compensatory, state-of-the-art: 0
commended, merely: 0.249138508507
extinct, long-lasting: 0.0
deliberately, political: 0.837621675979
frustrating, realistic: 2.13771992743
sobering, well-organised: 0.0
chaotic, someday: -0.099491210289
alternative, intolerable: 1.47552710365
developed, others: 0.149988463811
multi-faceted, regrettably: 0.0
naughty, wish: 1.709943273
bold, dotty: 1.15258387449
bigger, well-controlled: 0.0
incompatible, weary: -0.242693403512
divided, legibly: 1.84841547556
ridiculous, thankyou: 1.19144455574
info, softer: 0.540179327144
gullible, previously: -0.460347840509
intimate, stated: 0.241384169773
confused, refreshing: 1.46277469492
continual, quadruple: 0.392095926537
more, three: 0.883729697042
requested, unfavourable: 0.0
compact, honored: -0.124760793403
about, refundable: 0.641783030165
formidable, prolonged: 0.796232049975
firmer, treacherous: 1.56057949947
forlorn, upstanding: 1.38209744899
compensable, immersive: 1.07201744284
affirmative, messy: -0.297063876174
ordinary, two-thirds: 0.0
illogical, rewarding: 2.04681720034
binding, closest: 0.574147889665
contentious, large: 0.883098861023
amazed, becoming: 0.074938954948
tough, unclear: 1.53925468184
poor, tough: 2.00772250837
fascinated, oldest: 2.50230596047
elle, open-minded: 0.0
arbitrary, small-time: 0.0
inter-linked, legible: 0.0
correct, now: 0.676019946852
brightest, unappy: 0.0
go, regular: 0.781399227735
creative, fall: 0.074367823203
seminal, unqualified: 0.435186145583
migratory, scattered: 1.21968390649
encouraging, insolent: 1.05298887421
odious, opposed: 0.868262807527
expedient, unsolved: 0.280057047305
funnier, vital: -0.164991219852
jealous, wetter: 2.11853934991
operational, wrong: 0.166634154751
cheap, past: 0.157466308045
quickest, stern: 0.446683209423
fried, optimum: 0.386340181086
lousy, predominantly: 0.564715548855
mandatory, why: 0.773749283674
dark, persuasive: 0.698201575922
disproportionate, participants: 0.299805621733
before, increasingly: 0.373848962454
hard-pressed, virtually: 0.0
cleared, complicit: 1.43750148905
booked, confusing: -0.244190339488
advisable, historical: 1.06963770213
gotta, orderable: 0.773255773256
realist, strictest: 0.687482346914
afresh, mobile: 0.569798872568
clinically, significant: 0.794831215322
expedited, many: 0.252969413478
confrontational, desolate: 1.28099533613
tenuous, thirds: 1.04853854172
all-round, stoned: 0.0
unforgiving, utopian: 1.59974930802
readyto, responsive: 0.430949020657
enormously, inconspicuous: 0.277567604401
least, moot: 1.21232625955
deplorable, luke: 0.383750074609
occurring, simplistic: 0.29224059091
sustained, well-tolerated: 0.0
outnumbered, unsolved: 0.848990480436
black-hearted, lukewarm: 0.0
screened, well-treated: 0.0
although, pronounced: 0.762427169468
elegant, madness: 1.03309223711
based, powerless: 0.344896252582
biased, supportive: 3.20120422422
extensive, implacable: 0.632398319072
growin, less: -0.030683445397
own, unaware: 0.769452666139
battered, scrumptious: 0.431441256032
griet, task-oriented: 0
completely, fair: 0.464208669643
glowing, historic: 0.911447002477
insufficient, well-organised: 0.0
faint, through: 0.616228716113
self-governing, smaller: 0.0
called, distribution: -0.064624920557
rationalized, threaded: 0.45718165955
traffic, well-developed: 0.0
determinant, respected: 1.18049643954
bottled, neutral: 1.10689264358
entirely, stricter: -0.082038747065
quality, underpaid: 1.10130421766
horrendous, increasingly: -0.003678617394
scarlett, tardy: 0.378307943805
flat, foremost: -0.214266057704
grim, provided: 0.249758997727
here, meagre: 0.0
about, priced: 0.411046423628
born, prevalent: 1.23405889888
heartening, sharper: 0.97342390197
completed, interwoven: 0.924058696346
developing, undeniable: 0.970344335598
need-to-know, suspected: 0.0
innocuous, northern: -0.015411947614
fabulous, profane: 0.726160439446
living, wished: 0.531945730016
allright, historic: -0.362188970213
mentioned, onerous: 0.248381916903
dotty, fourteen: 1.14562431684
obese, prevailing: -0.00889957783
immediately, overlooked: -0.075465136551
related, supplemental: 1.54238064405
delicate, emerged: 0.431173637183
optimum, stir-crazy: 0.0
deposited, export-ready: 0.0
historic, idiotic: 0.335794594945
cuter, fuller: 2.98727566797
collective, crude: 1.00908058152
ecologically, identified: 0.63679467546
biased, whassup: 0.416975288603
brisk, under-inclusive: 0.0
clearly, corresponding: 0.929095430922
non-transparent, patronizing: 0.0
essentially, mandatory: 1.06989589253
difficult, flagrant: 0.675752403097
1st, truer: 0.373639492501
accuracy, disputable: 1.73284715082
ravenous, tricky: 0.559998088778
fulfilled, thirds: 0.632075634306
clearest, mideast: 1.09120616297
indebted, mainstream: -0.084275508843
linked, unlimited: 0.735332117387
educated, interesting: 0.990582038444
emblematic, rarest: 2.13763805447
own, tentative: 0.416843209717
personalized, tasteful: 2.29339436895
panicky, straightforward: 0.879210953261
loverly, shaky: 0.448727834133
customary, false: 0.605849914311
appreciable, huge: 2.78087337325
innumerable, reconcilable: -0.17455813978
ambitious, impractical: 1.87793651389
exact, winning: 0.703722230745
destitute, understandable: 0.476326317917
grouchy, subdued: 1.8089860033
marvelous, plausible: 1.72168161385
-just, precisely: 0.0
mediocre, principally: 0.729195813916
advantaged, probably: 0.877411694411
cher, disparate: -0.626285053028
enchanting, supportive: 0.824051889215
multicultural, noticeable: 0.434799811604
desolate, fairly: 0.524210072721
lacklustre, unitary: 0.0
taller, various: -0.454375415651
regulated, straightforward: 1.3489619117
cattled, importantly: 0.0
applied, touching: 0.493750460837
flaccid, swearing: 0.278788126434
before, tasteful: -0.212267270174
dre, ended: -0.106346350426
better-educated, created: 0.0
blow, unanswered: 0.759260750433
demented, elevated: 1.06188468815
dense, doubled: 0.177816813507
canceled, essentially: 0.360725999375
numerous, similar: 1.84674722402
directly, infeasible: 0.258914368121
guilty, horrendous: 1.76664856911
axiomatic, lamentable: 2.42269207308
constrained, forever: 0.973567099253
franco, justiciable: 1.13134209156
fanta, run: -0.216931603525
resident, stringent: 0.054876183423
handy, punchy: 1.8156031452
almost, patchy: 0.739795116963
etcetera, lastly: 1.54811022925
invalid, oversensitive: 1.82340502315
customized, equivocal: -0.404882142488
busted, yourself: 0.15369623616
glamorous, represented: 0.642782634914
impenetrable, mistaken: 1.2133952577
continual, grave: 1.14933510687
export, largest: 0.785294665507
tailor-made, tempting: 0.0
admiral, unimportant: 1.35948707657
regularly, significant: 0.744345365857
audience, pragmatic: 0.521542995735
improved, payable: 0.318375931868
asshole, glamorous: 0.969734527192
acquainted, enjoyable: 2.48256415067
exact, identify: 2.00618034173
selfish, true: 1.72949001628
autonomous, stated: 0.466775698338
difficult, top: 0.490759863138
disastrous, principally: 0.840114374075
amiss, touchy: 1.28560521102
depressed, one-sided: 0.0
insolent, pronounced: 0.930371824764
just, represented: 0.102780070386
ensure, surely: 1.02577839801
classical, tedious: 0.768974788662
inalienable, magical: 1.92713200302
acute, decided: -0.041314909347
noted, unfeasible: 0.792056775652
respected, understandable: 1.27121163923
kosher, upbeat: 0.075671541843
absent-minded, outdated: 0.0
instead, meaner: 1.1168328076
degraded, selective: 1.80797759232
brighter, eager: 1.4761788228
ma, provisional: 0.376717821675
growin, high-ranking: 0.0
debate, trusted: 0.04130617141
conspicuous, surer: 1.93206176551
heeded, spotless: 0.610263189471
anything, full: 0.551853150968
educational, encouraging: 1.20702190225
accurate, unmistakable: 0.718917787282
screwed, smart: 2.15495075692
customized, unrelated: 0.943762748723
funky, healthy: 1.24754808476
expanding, robust: 2.11610099015
amiss, loveable: 0.199318573205
inefficient, registered: -0.157396334715
breadth, ecologically: -0.045146867196
demeaning, folks: 0.696634877491
braver, straight: 0.412122820407
non-toxic, state-owned: 0
ignored, interestedin: 0.0
in, reasoned: 0.208851296146
comprehend, traded: 0.344754273393
anonymous, clinically: -0.221570305176
issued, special: 0.562497586319
embarrassing, off-site: 0.0
trustworthy, twisted: 0.585695227335
realist, trite: 2.70200602914
announced, polite: -1.02497162372
lunatic, uneven: -0.186721064821
durable, overdue: 0.761752277413
built-in, elegante: 0
secured, updating: 0.340203106581
bereft, infamous: 0.467876930052
contestable, rich: -0.034717639243
!, shared: 0.0
homesick, lovely: 3.08306862802
available, unfeasible: 1.5225203939
goofy, unforgiving: 1.5181522854
innocent, unsustainable: 1.86153015476
admirable, influential: 1.49553996387
constructed, irritable: -0.652182372427
classic, leveraged: 0.344617035399
comercial, heterogeneous: 0.277077509126
equivocal, moderate: 1.44201645817
sincere, tardy: 1.56492814314
broken, lasting: 0.943297186535
effective, off-putting: 0.0
obtainable, perverse: 0.9345482791
psychogenic, sugary: 1.86542502597
immutable, unsound: 3.19864209022
happiest, sugary: 0.572778245348
industrial, really: 0.323371961476
assertive, mid-: 0.0
glowing, politically: -0.742700206464
-mentioned, displaced: 0.0
-just, uneasy: 0.0
celebrated, pretty: 0.168841184544
firm, longer: 0.276036487772
introduced, sudden: -0.154100800495
above-board, enabled: 0.0
intrusive, underdeveloped: 1.18951947224
drier, unhealthy: 2.47011311238
fresh, stuffed: 1.06125258409
brutal, overwhelmed: 0.868120493603
authorized, ideally: 0.239182612055
lousy, stillborn: 1.29029708003
moron, riveting: 0.568521178682
flourishing, subtler: 0.89575075124
cooler, sell: 0.819361169278
visibility, wacko: 0.070566742572
cleverer, instrumental: 0.87835180301
spaced, unjustifiable: 0.392030295325
connected, obligatory: -0.048668869
scarcer, stupider: 4.42719082681
riveting, segregated: 1.15026133747
co-funded, momentary: 0.0
consulted, standing: 0.54052032672
anywhere, straightforward: 0.397310294644
accustomed, essentially: 1.2361768745
liberated, proficient: 1.56928577364
following, humane: 0.05660383337
greener, kinda: 0.290764555763
mesmerizing, worried: 0.613732966634
costlier, unspecified: -0.067168869178
corresponding, mentioned: 1.35651029955
permanently, well-coordinated: 0.0
blurred, nominal: 0.667635000177
past, sour: 0.544960916259
awesome, frustrated: 1.23715428583
debated, reinforcing: 0.895100050352
grown, unattainable: 0.263194255327
again, stable: 0.557652122599
unsteady, victorious: 1.17157054879
sombre, them: -0.079760189467
talented, usually: 0.180429902219
feeble, okey-dokey: 0.0
felt, others: 0.70888395859
faithful, undisputable: 0.788773784779
invariable, refrigerated: 0.048931944353
tempting, transitional: 0.188882148547
nothing, opposed: 1.06150090915
needed, written: 0.372365046409
hurtin, psychological: 0.65934766466
improving, often: 0.279811868973
firm, master: 0.458162503151
alright, korean: 1.57259536119
enhancing, quoted: 0.649844196763
deliberate, heterogeneous: 0.709219248717
egregious, though: 0.702515415925
marketed, scaleable: 2.27464509438
infrequent, stunning: -0.137435909584
unanswered, wondrous: 0.269654741204
boy, global: -0.330922380469
hereto, unique: 0.345074007567
unforgiving, use: -0.070023949562
challenging, enrolled: 0.429835349323
educated, refreshing: 0.241433527071
fourteen, thankyou: 0.769659195854
alike, reachable: -0.203626129408
conservative, implausible: 1.41355006255
cost-effectiveness, inferior: 0.0
bullshit, updating: 0.67274836053
costeffective, thus: 1.14746698408
armored, self-sufficiency: 0.0
no, slower: 0.907370609075
juicy, substantiated: 0.834429842798
equitable, well-established: 0.0
briefly, nessessary: 0.0
ecological, smokin: -0.343155305533
pointless, scattered: 0.806477365031
instrumental, noticeable: 1.16228385999
clear-cut, drunken: 0.0
frequent, graduate: -0.012196614032
gotta, treatable: 1.10488549218
petite, proper: -0.020029407239
entrenched, kind: 0.656276125085
permanently, wary: 0.34357978428
specifically, still: 0.46531636092
safest, steadfast: 2.02164527582
medical, sultry: -0.090151070072
closed, minimal: 0.615674734012
picky, simple: 1.33502692258
jealous, obstinate: 3.10472348751
principal, shaking: 0.618676371779
depressing, remarried: 0.507009644271
hysterical, teeny: 1.37809923603
entitled, periodic: 0.35731506406
dense, least: 0.010034392427
annually, largest: 1.96595460076
inhumane, weirder: 1.30100881505
belle, dead-on: 0.0
alike, dumber: 1.35908076289
recognised, unambiguous: 0.0
blind, complicit: 1.5676753685
weakest, well-timed: 0.0
almost, perverse: 0.580778887157
booked, co-operate: 0.0
honest, nifty: 0.465136884535
democratically, whole: 1.12955799297
illogical, payable: 0.201984687018
determinative, indisputable: 4.07182844954
non-compensatory, suspected: 0.0
gullible, strongly: 0.096447664994
fixated, tense: 1.26228663725
alone, useable: 0.16244538521
reciprocal, suitable: 0.717925740342
adamant, labour-intensive: 0.0
pluralistic, safest: 1.41561219649
mandatory, roisin: 0.0
aggressive, uncommon: 1.11752894061
appreciable, ghastly: 0.884899813452
principale, referenced: 0.377554313323
basically, dummy: 1.26756426989
nominal, tabling: 0.20890461143
established, manageable: 0.558626563476
alright, stale: 1.55822643587
built-in, race: 0.0
demanding, happen: 0.31046892948
innumerable, single-ranked: 0.0
discretionary, squat: 0.010675303466
illustrative, mandatory: 0.174038846065
comfy, constrained: 1.1180859719
brittle, shaking: 1.90412746676
daunting, ugly: 1.91261261934
interim, scarcer: -0.230245401178
useless, well-formed: 0.0
particular, try: 0.640604630128
luminous, moving: 0.485483174517
around, well-organized: 0.0
thirteen, underpaid: 0.2373879937
grim, tenuous: 3.35956100188
off, world-wide: 0.0
stronger, wide-ranging: 0.0
excessive, suspected: 0.787321371024
introduced, significant: 0.160881650883
nut, stagnant: 0.185047428543
recommendable, well-coordinated: 0.0
dispute, relieved: 1.01143781846
encouraged, tepid: 1.18631213771
called, frequent: 0.490076101325
baseless, spotless: 0.858229993816
realistic, unpopular: 1.33262123188
organic, troubled: -0.20668401236
fearful, frantic: 2.25257195875
foremost, gifted: 1.65543573508
inquisitive, pilot-tested: 0.0
five, repeating: 0.742577126146
stable, thoroughly: 0.494518385753
cardinal, dispersal: 1.29459532609
maintained, well: 0.663862243383
non-discriminatory, principale: 0.0
about, accelerated: 0.05380472978
awareness-raising, well-done: 0
intolerable, relative: 0.669194251413
intimidating, stiff: 2.61796330541
deader, doubt: 1.46526936407
claire, multidimensional: 0.412117231306
classy, stone-cold: 0.0
admirable, neurotic: 1.73498531988
overambitious, uppermost: 0.706279824416
merely, purer: 1.65591099095
active, emotive: 0.696128151219
filed, upset: 0.970019151767
re-established, ultra-hazardous: 0
advantageous, daily: -0.013674900215
hither, obnoxious: 1.25022928663
already, still: 1.52304639113
il, substantial: 0.181266823273
indecent, possibly: 0.525399346364
alia, brittle: -0.001934735928
overworked, policy: -0.275884502027
else, impoverished: 0.798981304055
functionally, medium: 0.435082392151
advised, required: 2.08253484265
unattainable, wing: -0.320085514189
categorical, tentative: 1.15297007854
co-, unabated: 0.0
happier, lucky: 2.65526221019
merciful, straightforward: 1.22964601515
it, self-reliant: 0.0
cinematography, instead: -0.054074187059
non-exhaustive, odd: 0.0
flourishing, thinner: 0.473477744895
encouraging, infected: 1.0369405866
open-ended, softer: 0.0
dismal, overburdened: 1.21018991242
immense, kidding: 0.574113374559
complex, delightful: 0.660209075442
amazing, undemanding: 1.26089053261
largely, reconcilable: 0.063689403091
flammable, jolly: 0.914919045988
striking, unwell: 0.276402963638
double, superfluous: 0.70189831143
bereft, productive: 1.10287428126
alike, de-insured: 0.0
away, six-year: 0.0
nice, tedious: 1.50771106731
negligible, tall: 0.351122516433
renowned, stone-cold: 0.0
cabbage, yes: 0.724244357981
proper, yo: 0.440104811107
praiseworthy, well-coordinated: 0.0
korea, lasting: -0.101072987314
detrimental, life-threatening: 0.0
poorer, unknown: 0.217410160037
correct, improvement: 1.18544589756
glamorous, ugly: 2.3438762289
gender-neutral, greener: 0.0
grateful, non-existent: 0.0
ah, delineated: 0.517657585821
fifty, scary: 0.324419009806
firmer, southeastern: 0.232556431125
displacement, sour: 0.118834695212
social, third: -0.008803852123
consequential, ongoing: 0.771715454866
instrumental, lit: 0.145248540132
broad-based, rationalized: 0.0
comprehensible, single: 0.639578482906
deceptive, underlying: 0.925769108862
adversarial, occupied: 0.666196843245
livid, u.s.: 0.0
hungry, s-sorry: 0.0
acute, uniform: 0.083253721522
repayable, scant: 0.417267658444
blunt, disgraceful: 1.9573840006
inter-related, ungrounded: 0.0
less-favoured, reliable: 0.0
attractive, depressed: 2.17812614859
required, well-tolerated: 0.0
humiliating, sunny: 0.584323759771
horrendous, overflowing: 0.871015748373
ago, problem: 0.485635829282
non-exclusive, wiser: 0.0
by-election, giddy: 0.0
elegante, worse: 0.0
clerical, welcoming: 0.300524367127
apposite, doing: -0.058627253855
convincing, majeure: 0.092304412451
costlier, undecided: 1.49450180012
juicy, subdued: 1.03916593919
myself, short-lived: 0.0
psychogenic, well-timed: 0.0
jack, manufactured: 0.51546904339
favorite, truer: 1.13923009981
guys, yellow: 0.7492668733
cultural, wish: 0.451189371108
attention, performed: 0.36854426308
longitude, unsuccessful: -0.473445516279
developed, self-employed: 0.0
comprehensive, skinny: 0.033948105159
industrialized, innocents: 1.84277596503
poisonous, speaking: 0.691642988998
rash, terrific: 0.218112820415
ill, self-serving: 0.0
glad, idiotic: 0.861690229861
overwhelmed, seropositive: -0.247050474066
eerie, fast-growing: 0.0
injured, pre-established: 0.0
racked, recheck: 0.675327142231
general, integrated: 0.213342610185
spooky, vast: 0.919429748892
problematic, whilst: 0.44258076916
bare, pray: 1.46708437296
maximal, scarcer: -0.134268594454
discussion, terse: 1.44508669311
negligent, risky: 2.67806743544
disproportionate, non: 1.35288353608
goal, stillborn: 0.995019558444
proactive, touchy: 1.76260813613
inappropriate, progress: 0.625252920895
impartial, present: 1.063206912
later, stricter: 0.842447654537
finally, willing: 0.562717138961
high-quality, iegitimate: 0
dormant, perplexing: 1.452749914
-lncredible, awaited: 0.0
advantageous, good-natured: 0.0
fair-minded, wetter: 0.0
overheated, snarky: 1.61304895375
blurry, immeasurable: 0.280583356141
clearer, less-favoured: 0.0
discussion, realist: 0.894148809181
attentive, meager: 0.470689708991
qualified, unquestionable: 0.769583928767
dope, morbid: 1.05270589773
flicka, pitiable: 0.0
merely, well-protected: 0.0
cosmetic, vague: 1.61966278148
finally, nervous: 1.1038174599
of, widening: 0.0
doubtful, petite: 0.205158067659
maximum, truer: 0.64808665501
proportionate, sloppy: -0.27227138052
creative, morbid: 1.39539836377
inadequate, okay: 0.906340613269
clearest, irritable: -0.588841190377
foremost, indicative: 0.157441020522
rock-hard, southeastern: 0.0
horny, well-timed: 0.0
builshit, some: 0.0
comprende, uncontroversial: 0.730421143401
exposed, thicker: 2.38849579577
confusing, doin: 0.782983778529
gratifying, unofficial: 0.62659178417
potential, unlocked: 0.601879643194
principally, several: 1.00410427263
freak, th-that: 0.0
despicable, kiddo: 0.853066060684
disappointed, export-ready: 0.0
require, stipulated: 2.38164998257
devastating, unpleasant: 2.42288700464
concluded, needy: -0.445488417031
daily, healthy: 1.33110450981
panicked, proceed: 0.333865116667
brutal, creation: -0.011436939097
patent, sharp: 0.610216024854
chubby, revised: 0.213243849436
-ready, inter-connected: 0
life-long, small: 0.0
staggering, undeniable: 2.33984061006
captain, practical: -0.419194045449
flexibility, unprecedented: 1.47173143963
apologise, stressful: 0.0
imported, pretty: -0.045037933042
clearest, principally: 0.268005709156
excited, thinner: 0.848306316521
attended, ensure: -0.174286878871
miniscule, unappy: 0.0
dirtier, ecstatic: 0.089213085572
geographic, incomprehensible: 0.694324117253
all, latest: 0.309365892139
appalling, overworked: 1.61772903547
run, treatable: 0.563587278286
asinine, psychological: 0.817475612747
race, supplied: -0.072515114132
liberated, toxic: 1.0295505815
promising, superb: 1.55137905012
friends, someday: 1.37317398062
delightful, nearly: 0.154714951607
deadly, sufficient: 0.330157650055
realistic, temporary: 0.764683517168
built, courrier: 0.100395322977
outdated, unspeakable: -0.020657920051
a-okay, immaterial: 0.0
cheesy, mightier: 1.33095401286
high-tech, surprising: 0.0
comforting, possibly: 0.562588394738
conspicuous, launching: -0.047461615297
corny, wrongful: 0.176714479002
credible, populated: 0.381107926658
linked, undecided: 0.910215011312
me, relaxing: 1.31994569478
enriching, softer: 0.256336617729
disjunct, uneven: 1.75325729532
cumbersome, undignified: 2.90107031086
entirely, vice-chairmen: 0.0
advantageous, aggravated: 0.978229350112
average, momentary: -0.32344077452
painful, woolly: 0.746270611143
accused, fucked-up: 0.0
aforementioned, world-wide: 0.0
decent, utopian: 1.77455131378
interminable, uncomfortable: 2.26422640497
fourth, plentiful: -0.026185989053
bothersome, idiotic: 2.33579659504
america, surreal: -0.776068311111
starved, sturdy: 0.712921988217
comparable, exponential: 1.33899351621
complete, still: 0.560813618042
competent, proud: 1.58561848251
quickest, traffic: 1.01256510194
illegal, moreover: 0.581959807859
phony, well-timed: 0.0
realistic, weary: 1.09193278244
action-oriented, prohibitive: 0.0
kid, parallel: 0.075807512951
susceptible, trite: 1.17193134972
inefficient, stepped-up: 0.0
away, less: 1.14013715954
all, liable: 0.385985414862
groovy, vivid: 1.84283289763
export, interim: 0.700951667466
exemplary, great: 2.25914610274
debate, uniformed: 0.352978721345
complementary, economical: 2.04787034366
asleep, sovereign: 0.455361304624
delineated, hollow: 1.89435179138
curious, well-treated: 0.0
flavorful, lenient: 1.79529390728
mightier, obstinate: 2.64663488073
delusional, taller: 0.718441307309
domestic, efficacy: 0.562558302962
defenceless, well-managed: 0
flush, various: 0.420549934639
dishonest, richer: 1.14247132177
plenty, unscathed: 1.33338114231
emblematic, lenient: 0.645168368658
missingg, try: 0.0
distasteful, nothing: 1.85639733994
reyes-torrena, unwell: 0.0
comprehensive, indisposed: -1.28598276297
'sgoing, repeated: 0.0
almighty, self-explanatory: 0.0
distinctive, longest: 0.843185686249
celebrities, necessary: -0.349840004483
underway, warmth: -0.512275580792
functional, lunatic: 0.755907055869
differently, glorious: 0.316153080957
advantaged, mean: 1.30052780579
abusive, ready: 0.344653761249
degraded, interwoven: 1.69227481106
powerless, responsible: 1.64549581229
cherry, recommended: 0.453676651327
monstrous, organised: 0.0
loveable, vague: 0.457508764097
asinine, goofy: 3.27521369327
heartfelt, presently: -0.558206411351
hey, serene: 0.262611856726
environment-friendly, fairer: 0.0
arguable, issued: 0.251152737552
positive, virtually: 0.380531387065
inter-linked, priceless: 0.0
increased, meager: 1.66909700164
impaired, one-sidedly: 0.0
co-dependent, panicked: 0.0
sour, uneconomical: 1.16779699159
occupational, reasoned: 0.430593365375
deadly, unconditional: -0.04663679397
cher, pivotal: -0.442414018096
asinine, om-mazing: 0.0
marketed, seductive: 1.6747252513
appealing, self-sustained: 0.0
defined, uppermost: 1.90162908558
consequential, than: 1.39848592956
grieved, mightier: 0.247472086031
fatal, turned: 0.499378659536
hotter, screened: 0.160143671662
ecologically, reciprocal: 0.487543237146
legendary, voluntary: -0.165254822018
scarcer, urgently: 1.52677175897
contradictory, selective: 1.73619992808
respect, worried: 0.711084365896
morbid, organized: 0.935042267338
enough, under-funded: 0.0
female, knackered: 0.499729423766
anticipated, rational: 0.476760279696
baby-sitting, genius: 0.0
in-flight, shameful: 0.0
in-progress, rude: 0.0
fun, tasteful: 2.62688833607
obese, topic: 1.08418781216
courageous, physical: 0.572027634552
salient, second: 0.257827663598
distinctive, unfriendly: 0.937127509519
agile, moreover: 0.493907890671
liberated, novel: 0.94363537106
indecent, terrified: 1.41324016576
sober, warm: 1.81036532253
accuracy, stupid: 0.211040971143
coast, debatable: 0.039857954576
inter-linked, uninsured: 0.0
fairer, sick: 1.15319684679
ghastly, unjust: 1.7853302742
conducive, up: 0.211224120117
mentioned, reiterate: 2.47705172445
focused, individual: 1.03559752723
