economic, successful: 0.32790439873
juvenile, visual: 0.567679241887
robust, well-coordinated: 0.0
disadvantaged, worst: 0.582613579085
self-conscious, well-reputed: 0
arguable, illiterate: 0.720705535248
existing, selfish: -0.350339888944
differently, rooted: 0.400889147164
handsome, non-self-executing: 0.0
italian, pray: 0.371043784871
crucial, well-targeted: 0.0
indefensible, ironic: 3.21821673787
hurting, payable: 0.688062950301
flawless, righteousness: 0.569179256574
all-out, distinguishable: 0.0
depraved, super: 0.708735356494
blurred, vast: 0.933004833985
insincere, unequal: 1.57030800922
3rd, designed: -0.376990959974
moronic, systematic: 1.08921680898
deserted, selfish: 1.49650576115
-, rapidly: 0.0
commenced, vice-chairman: 0.0
reduced, stifling: 1.04998650126
compensatory, initially: 0.866605717331
indefensible, other: 0.10008544832
quick, safe: 1.3739519493
irritating, quickly: 0.657912973599
-surprised, busy: 0.0
irregular, prescriptive: 0.503886755456
claire, receivable: 0.170804571502
briiliant, sole: 0.0
girlie, high-cost: 0.0
leveraged, strongest: 0.937573620644
angry, daft: 1.83166945981
difficult, internationaux: -0.008284647123
important, messy: 1.18437731654
kid, laughable: 1.35814579961
close, ethical: 0.392506578012
dangerous, paradoxical: 2.1353228463
former, illogical: 0.14959668013
counterfeit, limited: 0.102165713587
clara, dedicated: 0.246891037672
aggressive, promising: 1.42805265673
ago, insured: 0.484643814369
accountable, unconscionable: 3.72721963564
self-governed, smitten: 0.0
necessary, twisted: 0.297148422752
geek, under-inclusive: 0.0
genuine, heartbroken: 0.952559158052
foolish, freak: 2.46999488398
far-ranging, sane: 0.0
panicky, presented: -0.635962586397
respectful, tell: 2.15625779753
antiquated, naturally: 0.246770733101
east, tenacious: 0.390467042043
dull, unabated: 1.03250376885
disappointed, normally: 0.545949256602
drenched, lookin: 1.49816608186
cross-border, good-iooking: 0
incompatible, mieux: 1.0930458649
manifold, sharp: 1.06534866606
mortal, principally: 0.637392777799
illustrative, individualized: 1.44720127818
neglected, rapid: 0.142603892746
benign, thorny: 1.46886681833
subsidized, willing: 1.2819892439
profound, unambiguous: 2.34841113217
evil, overpriced: 0.282613451012
beautiful, thirsty: 1.71197764007
copacetic, massive: 0.127580191003
just, thought-out: 0.0
harmful, sizeable: -0.185731873122
corrupt, hiv-positive: 0.0
dopey, mild: 1.5121845664
constructive, eerie: 0.290564583815
accurate, cheesy: 0.6891266444
!, term: 0.0
explained, ten: 0.222245806079
invariable, unused: 0.200537867362
tentative, unspecified: 1.62246290919
broad-based, extraneous: 0.0
extra, fortunate: 0.994944719139
hysterical, well-received: 0.0
absolutely, amusing: 0.578988025834
iittle, particularly: 0.0
recognised, stress-related: 0
panicky, relentless: 2.07246221438
circumspect, hope: 1.02841989454
healthier, manifest: 0.465110843515
conventional, self-sustaining: 0.0
distant, double: -0.079937634336
self-governing, unanimously: 0.0
total, unnecessary: 0.803725794201
infuriating, why: 1.55513665929
claire, startling: 0.154293476538
conservative, surreal: 0.242237300071
open-minded, warm: 0.0
long-winded, routine: 0.0
brief, unbelievable: 0.231547235591
extremely, tighter: 0.579685930139
reliable, simplistic: 1.45696513496
cosmetic, executed: 0.022987626489
inevitable, jurisdictional: 1.0571173857
hilarious, vulgar: 3.76779235822
disparate, ethical: 0.911087385905
cosmetic, reconcilable: 0.957770704979
ecstatic, too: 0.542734900531
correct, others: 0.308550813386
missingg, promptly: 0.0
third, undecided: 1.10241274901
criminal, kid: 0.775207333262
closer, omnipresent: 0.409887070336
peachy, re-established: 0.0
elaborated, enormous: 0.330469046432
first-hand, spicy: 0.0
loud, lye: 0.306265084399
happened, loose: 0.84202879421
additional, deductible: 1.37280425733
adulthood, tremendous: 0.373693991698
defective, therefore: 1.37548544732
prejudicial, specialised: 0.0
legal, om-mazing: 0.0
non-partisan, splendid: 0.0
credible, heated: 0.022781686563
peaceful, restored: 1.82029641363
friendly, globalization: 0.387993632267
extensive, huge: 1.47328819458
nearest, powerful: 0.043018832604
mechanical, prejudicial: 0.976139056449
lackluster, pervasive: 0.701192857858
madness, south-east: 0.0
compensatory, in-house: 0.0
neurotic, very: 1.07720326476
complacent, improved: 1.71103028695
first-hand, higher: 0.0
seen, seldom: 1.01411258712
cozy, egotistical: 1.0408215676
alternate, shortly: 0.546693663627
cost-effective, multiple: 0.0
ambiguous, stand-alone: 0.0
better, oral: 0.746403434965
nude, uppermost: 0.829250007654
praiseworthy, self-reliant: 0.0
experienced, s-sorry: 0.0
practice-oriented, self-reliant: 0
state-owned, total: 0.0
boring, convincing: 1.44652461284
longest, sell: -0.31275052892
interminable, plausible: 1.78728709236
cross-border, exquisite: 0.0
bitter, enhanced: 0.258275276551
astounded, her: 0.663486580046
intelligent, therefore: 1.00049201097
prescribed, spooky: 0.274856826737
candid, superstitious: 0.858641512848
gloomy, nouveau: 1.1267714119
grown-up, why: 0.0
moist, recently: -0.51014034973
thought-out, well: 0.0
absent, immeasurable: 0.900808442003
conflicting, weighted: 0.968010675724
several, syrupy: 0.128131964313
involved, rad: 0.518085468314
incapable, remarried: 1.04303350852
double, guys: 0.898926003189
abreast, random: 0.190019772221
breathtaking, social: 0.105153815868
david, thrilling: -0.65403061205
afflicted, thrilled: 0.071967527585
black, understanding: 0.19082429007
enough, safe: 1.61857839574
korean, turned: -0.282454245248
sizable, thought-out: 0.0
heartening, sublime: 1.66007279476
apt, recent: 0.786490926056
crafty, easier: 1.61310165484
far-ranging, unseen: 0.0
ensuring, insignificant: 0.058200395051
copacetic, really: 1.13168602717
longstanding, poisonous: 0.440501261281
taken, thank: -0.298720196107
mostly, sizeable: 1.27698712397
formal, thrilling: 0.136978100677
intense, underway: 1.91078717754
forgiving, hurting: 1.85100252552
inspirational, latter: 0.238817477089
incongruous, inexhaustible: 2.81849912201
immature, overkill: 1.95777625098
deader, similar: 1.34210119367
honest, known: 0.673488100621
further, overwhelmed: -0.20405001976
north, remote: 1.87483682497
attended, shocking: 0.347537701886
cost-effectiveness, executed: 0.0
doin, marked: 0.182569603999
hon, potential: -0.413875241286
awareness-raising, problem: 0.0
truly, twenty: 0.92021431015
affluent, critical: 0.443507759958
precious, shallow: 0.992233954064
crude, generalised: 0.0
for, unwell: 0.06117435434
awestruck, modernizing: 0.870411859939
ever, race: 0.692520728024
course, sticky: 0.461615515452
abysmal, uncertain: 1.98241264045
complementary, redundant: 1.94006759586
own, principale: -0.068502413465
convincing, lucky: 1.02759202173
freest, taller: 0.373328708336
stiff, zero: 0.606354001134
soaked, startling: 0.95880760483
following, long-lasting: 0.0
based, icy: 0.154159376886
outside, untenable: 0.774260433149
encouraging, irreconcilable: 0.110340279611
many, presented: 0.057284801158
associated, odd: 0.402709531903
accessed, illustrative: 0.715735262538
primordial, psychogenic: 3.52031163244
dainty, systematic: 0.473443698478
imprecise, solid: 0.716337435561
belated, well-served: 0.0
brave, knowledgeable: 1.89021261847
craze, splendid: 0.771857491721
impenetrable, significant: 0.047955897384
blameless, well-respected: 0.0
batty, imrtant: 0.0
establishment, sustained: 0.227304178599
jurisdictional, spent: -0.388019055798
inconceivable, precisely: 1.60633832676
any, blinded: 0.340129762753
3rd, with: 0.31376837535
multifocal, speedier: 0.965478990576
broadest, callous: 0.185489410569
costly, handicapped: 0.885415214906
rough, small-scale: 0.0
ioyal, naturally: 0.0
two-pronged, untenable: 0.0
braver, terrified: 3.14461697795
embarrassing, sizeable: 1.19033740709
cracked, thirsty: 0.95313208592
garbled, like: 0.862106905797
most, re-appointed: 0.0
any, vicious: 0.483014195918
considerate, patient: 1.84811077099
invaluable, mandatory: 0.870226766556
dominant, worthwhile: 0.222423493823
nut, upset: 0.697007059066
co-financing, proud: 0.0
amusing, ruthless: 1.17250302669
excluded, round: 0.137750806183
probably, thin: 0.488129739913
ended, tiring: 0.734794041559
certain, insubstantial: 1.27951515702
forthcoming, uncontroversial: 1.255376585
articulated, troublesome: 0.417066974101
open-ended, unconventional: 0.0
awkward, terminated: 0.203319170327
minor, same: 0.893192519597
released, suspect: 0.769007798627
om-mazing, unbelievable: 0.0
opportunity, than: 0.117135264487
blended, explicit: 0.105338526735
advertised, korean: 0.961613609692
impulsive, unexpected: 2.17646726776
exponential, stipulated: 0.109371451359
academic, primary: 0.535094012477
monumental, tighter: 0.099075407407
discriminatory, nuts: 0.239538793005
onboard, unlimited: 1.33895341085
iittle, plenty: 0.0
specify, worried: 1.82021499845
by-election, foreseeable: 0.0
docile, realist: 1.39747168223
top, updated: 0.461010374529
favorite, popular: 3.21469791681
elaborate, next: 0.358130837695
female, tough: 0.057993167185
specialised, suddenly: 0.0
insatiable, refusal: 1.1975291899
crowded, larger: 1.44190077632
dumb, groovy: 1.46751238958
commended, enhancement: 0.692160294677
delirious, pervasive: 1.17359015328
15-year-old, above-mentioned: 0
justiciable, long-standing: 0.0
inconclusive, similarly: 0.65303131072
laughable, rubbish: 2.74918109876
conservative, giddy: 1.21995253212
perpetual, unwarranted: 2.03726716901
cardinal, eastern: 0.520520379556
advanced, sunnier: 0.08904185139
appropriate, cost-shared: 0.0
business-friendly, variable: 0.0
committed, valid: 1.15773444775
fast-switched, speedier: 0.0
ludicrous, paramount: 1.08780402905
awkward, clarified: 0.768468136773
childish, self-contained: 0.0
about, etcetera: 0.607282325846
prior, scary: 0.244100308875
arguable, relieved: 0.31095812947
noteworthy, youthful: 0.725378139219
everybody, well-positioned: 0.0
evey, prosperous: 0.244232457126
manifestly, negligible: 1.39508150824
gone, rad: 0.785840882011
asshole, interminable: 2.03137875981
absent, iittle: 0.0
ill-treated, seropositive: 0.0
commended, dark: -0.109938437856
authentic, short-lived: 0.0
lightweight, parched: -0.099289621812
do-able, henry: 0.0
installed, relaxing: 0.491554482394
scanty, withdrawn: 1.0215809368
lookin, non-compensatory: 0.0
across-the-board, doubtful: 0.0
humiliating, magical: 1.48849684963
although, nearby: 0.358624156676
re-appointed, today: 0.0
enforceable, essential: 1.771475458
stupider, unheard-of: 0.0
prompt, sane: 0.998220017789
statutory, underprivileged: 0.303633675167
establishment, pathway: 1.12219470374
mesmerizing, notable: 1.9227022878
egotistical, sized: 1.09676254937
fragile, grand: 0.611418244176
co-chairperson, thick: 0.0
advised, unachievable: 0.298846344792
brilliant, eighth: 0.786499743373
little, unlawful: 0.012758009789
hospitable, unforgiving: 2.9994592136
indefensible, twofold: 0.681985688933
patchy, uncomfortable: 1.93326683673
fresh, unfilled: 0.4321234925
freedom, noble: 2.6744501779
considerable, overkill: 0.52808438242
consideration, tailor-made: 0.0
dynamite, hour: 0.509452578837
inherent, trippy: 0.343776532358
placed, pluralistic: 0.204351798962
indicated, regrettably: 0.486598829667
graver, worth: 1.29100698224
freer, lean: 1.71336736408
emerged, pending: 0.319490578114
ecological, mortal: 1.26414006703
uncertain, untapped: 1.98923787469
clara, visibility: 0.209616718359
confidentiality, inadequate: 1.34530420896
preferential, treacherous: 0.409126448156
cheap, dynamic: 0.328944851685
admirable, reasonable: 2.08238661278
absent, archaic: 0.963347179403
disabled, fourth: 0.295386310323
distasteful, good-looking: 0.0
costlier, joyful: 0.480876957709
lacking, thankyou: -0.560206284905
acclaimed, staff: 0.230447796518
sustainable, unproblematic: 1.35412512022
overheard, ruthless: 0.271194050673
inconsiderable, sealed: -0.245610338098
laddie, provision: 0.203742326508
legal, tenable: 1.90258542387
properly, though: 0.877031890197
american, commensurate: 0.368521131523
indiscriminate, minus: 0.072119420065
heinous, prettier: 0.857576097858
fucked, unfavourable: 0.0
overwhelmed, self-supporting: 0.0
grotesque, unimpressive: 1.82667054842
lookin, streamlined: 0.536374275862
nifty, populous: 0.118539204782
co-funding, justiciable: 0.0
celebrated, fbl: 0.0
lightweight, pleased: 0.512954157399
alert, before: 0.495497201754
puny, toasted: 1.06621474975
overly-high, thirds: 0.0
feasible, running: 0.77350905041
shared, unprofitable: -0.734866752707
normally, possible: 0.28988379658
crippled, exhausting: 1.73341431769
fucked-up, mind-boggling: 0
dumb, gullible: 4.04079939327
wished, worded: 1.25450603867
bizarre, predictable: 2.73501300905
challenged, uneconomical: 1.61444100977
intractable, loose: 0.664356199662
mimi, security: -0.089568088616
justifiable, last-minute: 0.0
franco, unscathed: 0.008727215088
contrary, insecure: 0.649134310073
awesome, resilient: 1.65696505366
mama, massive: 0.385138377355
darling, stressful: 0.065194988079
bolder, sane: 0.879160617907
impaired, unrelated: 1.90324548541
know, original: 0.21672951802
improving, unanimously: 0.426547407978
confusing, unfair: 2.75620097977
bad-looking, work: 0.0
confused, verify: 1.61901955168
determinant, valuable: 1.43453749844
launching, transnational: 0.695697602403
hungry, systematic: 0.140562260461
asshole, unconscionable: 2.56161968684
illicit, rampant: 2.55023332905
mama, powerful: 0.322289593817
complex, stopped: -0.195015740128
by, mighty: 0.360165392606
barmy, frankenstein: 1.293527669
priceless, unappy: 0.0
discernible, rigght: 0.0
fitting, th-that: 0.0
bureaucratic, clean: 0.478126946381
crowded, wonderful: 0.588839374826
farther, happier: 2.54452736716
restless, well-formed: 0.0
moreover, scary: 0.233688409255
hourly, traded: 0.374517962185
confrontational, enraged: 2.84482280083
morbid, omnipresent: 1.95270596957
hour, minimum: 1.62437119133
happiest, see-through: 0.0
illicit, seminal: 0.412361238686
crude, decisive: 1.19830105391
phenomenal, wealthy: 0.454711266438
staff, stylish: 0.238776150874
circumspect, lye: -0.314987431171
included, irritated: 0.440908777874
crafted, restored: 1.46727677302
bankrupt, recent: -0.236159880839
stimulating, thinner: 0.481900801836
lightweight, refundable: 1.30773057646
realistic, well-defined: 0.0
interactive, payable: 0.382621484762
preoccupied, unreasonable: 1.22144200156
depraved, inconsistent: 1.42981868181
distasteful, sudden: 0.647085206471
immense, palpable: 3.31592736975
demonstrated, elongated: 0.120426069755
comprehensive, mixed: 0.694454646917
challenging, unbearable: 1.57497819694
cheap, hereto: -0.256011536774
affluent, foxy: 0.492138381465
executory, shortly: 0.327510160139
legally, worthy: 0.52182943983
disoriented, dynamic: 0.467947052132
delayed, opening-up: 0.0
ignored, re-appointed: 0.0
greater, wrecked: 0.077789436657
fifth, twenty: 1.05338473118
certified, multi-dimensional: 0.0
attractive, embedded: 0.943432086579
bullshit, varying: 0.537249974306
doable, prime: 0.663483390857
helpful, hourly: 0.917190286391
pronounced, smaller: 0.331209461733
indisputable, naked: 0.351546817612
deeper, sing: 0.642814708707
ma, well-suited: 0.0
apparent, overheard: 1.01521469053
confused, populated: 1.45929463949
motivation, necessarily: 1.69065749352
