merely, nice: 1.05236065215
graceful, sale: 0.248666518573
lawful, prohibitive: 1.2938908395
fruitless, nice: 0.233945129356
heavy-handed, written: 0.0
addition, hiv: -0.241323782906
compensable, manifestly: 2.19661903501
bi-directional, well-informed: 0
abhorrent, unofficial: 0.99213653834
nosy, syrupy: 1.38186822198
temporary, unsuitable: 1.59006648405
ethical, shocking: 0.819967106347
commitment, home: 0.187936075497
addition, jeopardized: 0.275394459083
readable, sharper: 2.05320936577
contrary, sound: 0.586768829977
demanding, mainly: 0.565009600223
interwoven, youngest: 0.129883927355
observant, unidentified: 1.63009444435
ourselves, trashy: 1.47434789065
'sgoing, gandalf: 0
legitimate, sobering: 0.587658280683
competence, oversensitive: 1.05924176503
excellent, fall: -0.063567126884
near, off-site: 0.0
older, overemotional: 1.58979840154
integral, reprehensible: 0.93953970527
insurmountable, righteousness: 1.02791021018
designated, fuzzy: 0.247142488334
gay, momentous: 0.817606592128
complacent, try: 1.55741037157
abreast, short: 0.415481394201
syrupy, whar: 0.0
responsive, therefore: 1.31052096816
comercial, favoured: 0.0
clara, patronizing: 0.475144740961
consolidated, quadruple: 0.79712844329
best-known, blameless: 0.0
intrusive, with: 0.136231644368
overall, warm: 0.11897006031
blurred, hurtful: 2.45849399051
generally, perplexing: 0.348839567501
processing, still: 0.268241609999
bottled, easier: 0.433142976117
undisputable, uptight: -0.582409075208
recognising, sexy: 0.0
childish, traffic: 0.337861108781
ample, shipshape: 1.23193815674
cheery, neat: 2.23344997617
re-routed, sovereign: 0.0
co-ordinated, sincere: 0.0
pitch-black, verify: 0.0
recognizes, scarce: 0.127243757524
proportional, refrigerated: 0.571258764948
fully, respectable: 0.45956501686
optimistic, unofficial: 1.27097651031
comprehend, issued: -0.443184315184
sorr, southeast: 0.0
momentous, yesterday: 0.57771043884
contestable, fucked: 1.5834918595
braver, polished: 1.64123561553
excitable, material: 0.153219205493
initial, objectionable: 0.32607026779
builshit, well-paid: 0
foreverything, immediately: 0.0
thought-provoking, uncompetitive: 0.0
arguable, undemanding: 1.7549215292
curious, per: 0.368499205989
profitable, weirder: 1.48537791843
destabilizing, precious: 1.10225564952
day, uneconomic: 0.042660259228
awol, neurotic: 1.46234673833
antagonistic, smartest: 0.963784964138
earliest, solemn: 0.273584809545
antiquated, colossal: 1.0452287971
history, successful: 1.52908306313
iovely, stark: 0.0
hour, wanna: 0.841758303558
fiercer, gravest: 2.17362824381
dumber, rapid: -0.094728206863
imprecise, two-: 0.0
crowded, honored: 0.304055381149
problematic, responsible: 1.61614040989
independent, rubbish: 0.016784020094
good, problem: 1.35530684302
counter, staggering: 0.888273388903
legality, spatially: 0.551903150344
fascinated, loyal: 1.4441179667
democratic, rife: 0.869529057874
heeded, old-fashioned: 0.0
reprehensible, respected: 1.94217120647
honoured, superb: 0.0
bolder, hollow: 2.24029846251
generalised, talkative: 0.0
blunt, increased: 0.344139425719
polished, self-sustainable: 0.0
cautious, designated: 0.457527056153
acute, optimum: 1.25453900993
being, blank: 0.403954320702
commercial, dormant: 0.78077817288
rusted, seminal: 0.578053522469
deep, spaced: 0.948791339898
calming, ineligible: -1.36949605505
preliminary, unconditional: 0.901517784765
impaired, striking: 1.04850477753
problem, widening: 0.760755938624
panicky, warranted: 0.958336906371
heterosexual, objectionable: 2.90687480878
even, singular: 0.442154238153
hinky, needless: 1.27316947327
disturbed, three: -0.19236978141
nouveau, staggering: 1.03345817103
comprehensible, sparse: 2.15556313282
sixth, spotless: 1.21129005189
accurate, heart-warming: 0.0
entitled, intelligent: 0.491307779075
compact, generic: 1.13703215549
economically, rather: 0.805830631707
changed, unimaginable: 1.18290914387
superstitious, win: 1.67031121677
distressing, prior: 0.48331016145
jeopardized, tenable: 1.92718191451
marked, valuable: -0.059416898065
mimi, treacherous: -0.092155615448
advisable, yeah: 1.1054968574
desired, off: 0.382586722527
sunny, timelier: -0.037312609267
goal, though: 0.577762509424
intriguing, talkative: 1.59229967572
accountability, paradoxical: 0.978334996107
feisty, unpleasant: 1.54885023422
acquired, dodgy: 0.053323488432
abolitionist, yo: -0.825636861539
relative, visibility: 0.989604085377
equitable, undetectable: 0.440024458882
aging, celebrated: 0.177604440842
detailed, kidding: -0.239836099401
democratic, strengthening: 1.89172020674
illicit, twofold: 0.966031208813
implacable, superior: 1.89644997153
ephemeral, tailored: 0.333895065255
infected, largest: 1.03099771687
above-mentioned, dispersal: 0.0
straightaway, valuable: 0.584001319689
certified, solid: 0.757004269168
marvelous, nice-looking: 0.0
nobler, serious: 1.70391633124
foremost, foreverything: 0.0
cancelled, primary: 0.0
multi-faceted, stir-crazy: 0
eager, scalable: 0.181712743649
malicious, wholly: 1.4021422314
open-ended, unbelievable: 0.0
taller, unproductive: -0.327322502026
displaced, favorite: 0.490448795589
coarser, dirty: 1.63259806894
apparent, stiff: 0.609851910335
comparable, than: 1.9334024817
ioaded, unchangeable: 0.0
dear, punchy: -0.063250653874
adapted, reliable: 0.772770181325
designed, hands-on: 0.0
currently, poppycock: 0.603592951325
flattered, say: 0.879372826388
consistent, near: 0.068048171615
stagnant, stupid: 1.12448124025
straight, uniformed: 0.389157278794
nothingg, these: 0.0
loyal, meritorious: 1.34909460229
concerned, frank: 1.43606391643
ample, but: 0.599497824122
absurd, parched: 0.863204708084
judicious, roll: 0.525831715108
n'tunderstand, registered: 0.0
life-long, nationwide: 0.0
frequent, tasty: 0.704203816883
lightweight, terrified: 0.153537395095
harsh, recognizes: 0.082629201717
outnumbered, sacred: 0.931986152563
ominous, recurrent: 1.0497793287
different, progress: 0.487375446531
-ready, biggest: 0.0
frank, reaily: 0.0
considerate, zesty: 1.25228987102
heavier, restful: 0.576286786352
multifocal, stone-cold: 0.0
imprecise, strictest: 1.19997743818
cozy, handled: 0.06249526478
nifty, patience: 0.923017123509
secretive, similar: 0.489425218034
organic, pristine: 1.455365014
permanent, shortly: 0.660432705999
healthier, secure: 0.991391100729
indigent, initial: 0.477175654665
exact, wise: 1.36744835046
childish, grisly: 1.34335700384
disingenuous, recognised: 0.0
everything, whatever: 3.1442693587
filthy, two-fold: 0.0
disgusting, girl: 1.68328068531
attentive, fanta: 0.145942914421
expanding, stark: -0.348248628031
altered, pathetic: 0.662054389134
burned, dim: 1.75824582894
american, fierce: 0.007073878975
ill, self-sustaining: 0.0
disturbing, important: 2.08925070575
information, insured: 0.919480558938
considerably, distribution: 0.688675219115
opposed, unsteady: 0.333814496651
specify, strangers: -0.031163147301
merry, round: 2.10209964834
indefensible, simply: 1.61809774951
gravest, profane: 1.14985755914
terrifying, to: 0.0
innocent, savage: 2.36721063535
education, strengthening: 1.45940991556
increased, wetter: 1.27614820376
frightful, required: 0.10686459434
increased, quickest: 0.120059548709
heartening, proportionate: 0.822157378264
fantastic, moody: 1.22862944694
captain, weil: 0.58681260867
fully, urgent: 0.383344378954
topic, transnational: 0.41101029704
cooperative, forceful: 1.47389071326
fun-loving, suck: 0.0
change, fair: 0.782550829655
delirious, truly: 0.776361055311
doubtful, outgoing: 0.07635230576
defunct, undesirable: 0.224660254581
annoying, cozy: 1.25756432976
grown-up, uneasy: 0.0
inexhaustible, screwed: 0.903035590734
comparable, fall: 0.625885289815
imperfect, open-ended: 0.0
remarried, vast: 0.315133983425
sudden, toast: 1.0978763259
enormous, mentioned: 0.002736930663
identifiable, sympathetic: 1.87953937946
her, inconspicuous: 0.385207583093
alien, wretched: 1.86303233084
need-to-know, particularly: 0.0
drunk, well-deserved: 0.0
clear-cut, vacant: 0.0
necessarily, numerous: 0.520285047067
strictest, truth: 1.110725174
alive, rubbish: 0.835951890165
enabled, greener: 0.416319106687
implausible, pervasive: 1.5174345825
lively, professionally: 1.20855200807
famous, reasonnable: 0.0
painless, treatable: 4.31430763563
north, sudden: 0.20671216523
dual, toasted: 0.165878671581
recognizes, visual: 0.764274818367
idiots, unavailable: 0.284860168444
cuter, remediated: 0.247021649069
course, patience: 1.42562703831
accused, reimbursable: -0.125214823915
brittle, everything: 0.596616930008
discretionary, watchful: 0.635439203018
compelling, her: 0.241586932641
annulled, jeopardized: 2.64967867518
educational, logical: 0.692188859665
by-election, looking: 0.0
crass, intelligent: 1.61059225906
infected, over-ambitious: 0.0
facilitated, obsolete: 0.285849773066
negligeable, wise: 0.0
big, younger: 1.06695393348
painless, underprivileged: -0.509134069214
comforting, iate: 0.0
outrageous, terrific: 1.61511657488
self-sustainable, undetermined: 0.0
handy, sharp: 1.93884554288
diversified, wounded: 0.32166834123
co-ownership, why: 0.0
disastrous, in-flight: 0.0
aging, smaller: 1.23531006835
abundant, defeated: 0.231087989685
refined, simple: 1.59053595239
intriguing, staff: 0.001867770227
cloudy, fall: 0.952834352543
peripheral, popular: 1.14269819756
announced, obtainable: -0.295512200361
complacent, dark: 0.589488400139
executed, justified: 1.61685904277
-good, than: 0.0
extirpated, scarce: 2.31939009811
grouchy, unprecedented: -0.935251664849
eleven, mesmerizing: 0.60789809305
refrigerated, wholly: 0.691642172933
strongest, uptight: -0.218750656472
commensurate, over-ambitious: 0.0
domestic, lunatic: 0.16827425568
meaningful, prohibited: 0.915146298556
dominant, sustained: 0.827927416369
run, world-wide: 0.0
liable, widespread: 1.17161674462
handed, obscene: 0.865616319223
credible, thoroughly: 1.81168589206
contemplated, extirpated: 1.24205510132
good, natural: 1.42834899274
clean, irritable: -0.005171989738
stimulating, too: 0.353934579076
ill-equipped, theoretical: 0.0
princess, rigid: 0.993062757038
larger, powerless: -0.002191234514
cinematography, immeasurable: 0.965185844345
ambiguous, disturbed: 1.91782606038
angry, complex: 0.744072787769
awake, lackluster: 0.447448920983
co-operation, longstanding: 0.0
created, multi-threaded: 0.0
issued, undisturbed: 0.393744742031
blurred, flashing: 2.6654502312
allright, arranged: -0.063605267637
negligible, sealed: 0.624240986362
distinct, marked: 1.19042690065
acute, respendable: 0.0
america, standard: 0.556007644569
fiine, utilized: 0.0
accountability, headstrong: 1.01485138821
lower, novel: 0.249032537653
equivalent, in: 0.637016192317
traditional, unprotected: 0.502378606985
affluent, disconcerting: 1.15785260198
demonstrated, galore: 0.079531888233
heinous, unwelcome: 1.44953244476
masterful, uptight: 1.68292760432
additionally, interrelated: 1.11797471665
carefully, most: 0.378426164775
biased, iucky: 0.0
blinded, nothing: 0.884928772896
surprising, symbolic: 1.95459329185
happening, term: 0.124316053379
ravishing, white: 1.42403230547
jittery, large-scale: 0.0
conventional, pray: -0.541833809408
instructive, nonsense: 1.26149318065
ridonc, schizo: 0.0
snotty, terse: 3.13008471209
cardinal, guys: 0.392227156743
contaminated, invaluable: 0.999243373033
correctly, maximum: 1.30765273376
identical, panicked: 0.464189495885
specifically, time-sensitive: 0.0
kinda, steeper: 1.02456122881
dumber, interim: -0.327394256317
commendable, foutu: 0.0
emblematic, monitored: 0.506412756153
oral, wait: 0.434209779014
co-operate, entirely: 0.0
redeemable, several: 0.002206349536
frequent, unwelcome: 2.92229254285
darling, satisfying: 0.377355055749
awake, meritorious: 0.467004887434
horrid, usable: 0.540302460827
chilly, subtle: 1.41982025171
freezing, occupied: 0.624880546701
flourishing, ill: 0.093323325157
grievous, sound: -0.041070308333
disgusting, rational: 1.58117931376
classic, thanks: 0.124860874522
disrespectful, unlikely: 1.13500168617
nationwide, undemocratic: 0.50161942516
conservative, unproblematic: 1.52586754931
amazing, dissimilar: 1.8639277158
designed, griet: 0.0
hey, total: 0.291030431638
inappropriate, regular: 0.566000605525
fifteen, heterosexual: 0.057762053722
inside, trusted: 0.836364883717
fbl, upright: 0.0
payable, trite: 0.802485280475
efficient, unused: 1.15311222383
closest, pertinent: 0.456122257323
african, frequent: -0.440559208716
cleverer, treated: 0.541693518023
repeated, sixteen: 0.352204421079
pathetic, untenable: 3.2591796809
armed, house-trained: 0.0
rank, sharper: -0.188527031042
erroneous, specialized: 0.33802289794
immediate, mandatory: 0.88817231317
responsible, unbearable: 0.973371938624
doctor, pleased: -0.387930419497
acquainted, but: 0.244678112882
asian, decided: 0.116493583791
volatile, wiser: 0.748666898257
bygones, generally: 0.140975214661
master, wasted: 0.201977587879
judicious, start: 0.461305472787
normally, see-through: 0.0
north, thrilling: 0.317187363483
dry, estimated: 0.479216137979
fatter, smartest: 2.00336004996
ridiculus, soaring: 0.561717966124
cleaner, freak: 0.291159230831
holy, pretty: 0.601609096272
discriminatory, well-formed: 0.0
all-out, pivotal: 0.0
cross-border, ever-changing: 0
co-, short-term: 0
finished, prerequisite: 0.241272370538
contestable, notable: 0.707068155874
brilliant, stepped-up: 0.0
linked, standardized: 1.20623867433
expanded, regularly: -0.03221418052
awesome, potent: 1.78749972907
marginal, self-serving: 0.0
debatable, elongated: 0.82568564178
managed, self-governing: 0.0
boring, ravenous: 1.66612428393
continuous, primary: 1.10265966018
emerged, rigid: 0.052414967013
irritable, sombre: 1.77035758744
flaccid, subdued: 2.33672276637
chickenshit, johnny: 2.29645096771
mainly, sorry: 0.12333448724
hereto, irritating: 0.809306335986
iegitimate, scandalous: 0.0
ecologically, suspect: 0.180746415433
intriguing, popular: 1.91275921432
pleased, vacant: -0.385000051875
fancy, honest: 0.793650039106
goal, unconditional: 0.434643174954
reiterate, unsuitable: 0.134071109562
oversensitive, refundable: 0.413076390362
non-exclusive, shallow: 0.0
amazing, understandable: 1.89093318451
orderable, problem: 0.190371385282
typically, wack: 0.049420383191
industrialised, vice-president: 0
childish, lovely: 1.86873777002
amazing, exact: 1.71185112332
centralized, well-structured: 0.0
heartbroken, regularly: -0.224388987832
intimidating, luck: 0.585476048294
impossible, skilled: 1.1652370441
in-flight, unambiguous: 0.0
obsolete, transnational: 1.41825400675
best, characteristic: 0.263757396845
direct, emotive: 0.788421165309
acquired, unsettled: 0.588223998793
convincing, repeated: 1.18895997204
amiss, equally: -0.138578056022
non-transparent, time-sensitive: 0
democratically, left: 0.447333472858
rock, sexy: 1.30918307332
partial, underpaid: -0.243862304473
durable, sore: 1.25491051896
cohesive, girlie: 1.17500765453
action-oriented, angry: 0.0
fertile, terrified: 1.08123679759
severely, shipshape: -0.642577167725
naive, strongly: 0.972384693178
headstrong, paramount: 0.92188741313
defective, well-positioned: 0.0
blow, come: 1.27184035572
deductible, maximal: 1.5319502728
fluent, south-east: 0.0
distant, simplest: 1.12443669452
dying, recommended: -0.14119579298
regularly, tiresome: 1.23600224984
completely, deadly: 0.596040725993
convenient, western: 0.589790235564
early, noted: 0.109312186599
ioaded, rash: 0.0
debatable, exceptionally: 0.599217879248
doomed, legitimate: 0.897420430934
alert, gratuitous: 0.02874115459
matched, symmetrical: 1.98290087866
contained, importantly: 0.290803900747
enthusiastic, expanding: 1.77593310747
elevated, modernized: 0.818958735484
luckier, refrigerated: -0.499193771039
application, oral: 1.47855338432
choosy, doubt: 1.2592036398
longest, observant: -0.615642774717
grouchy, partial: 1.08568122933
confidentiality, overkill: 1.0439261019
heavyset, nude: 2.08386428163
nessessary, sharper: 0.0
race, ready: 0.389262283363
inalienable, require: 0.904114775655
cooler, idiots: 0.855220313579
motivation, palpable: 1.51774069331
bothersome, lacking: 1.29583334688
agreed, triple: 0.106678008149
application, unprofitable: 1.13674230594
infected, unlimited: 0.208235631617
cloudy, unchanged: 2.53984826258
well-suited, witty: 0.0
leveraged, two: 0.043324590306
almighty, heaviest: 2.28939531829
northern, youthful: 0.50812868769
disrespect, timid: 1.68988323466
america, presented: -0.530327776185
demonstrated, possibly: -0.035058292474
aggrieved, lenient: 3.25230194067
double, following: 0.220130067572
big, callous: 0.220216839062
competence, overemotional: 1.02678604093
strictest, tell: 0.670863690542
balanced, launching: -0.103462471202
loco, whassup: 1.2828072609
anticipated, upbeat: 1.88023558778
first-rate, require: 0.0
lasting, shifty: -0.039799709323
gay, respect: 1.04818764006
blind, irritated: 1.28468665593
ensure, inaccurate: -0.391132790534
grave, vested: 0.443731358656
naughty, prudent: 1.17756109558
kinda, shortest: -0.006967277477
manifestly, sour: 0.625269134709
odd, well-deserved: 0.0
qualified, unfavourable: 0.0
noticeable, unavoidable: 2.49604330858
built, rugged: 1.99642857375
frightened, physically: 1.82161543432
copacetic, toasted: 1.41867314709
classy, focussed: 1.21444832504
accepted, attention: 0.02834449247
co-chair, excessive: 0.0
aforesaid, legitimate: 1.28373067281
european, lowest: 0.33427575768
discernible, prescribed: 0.89441125461
effectiveness, moderately: 0.406500206127
limited, positive: 0.480550030743
appealing, verify: 0.688988717889
special, syrupy: 0.848027362487
catastrophic, definitive: 1.305714662
routine, wise: 0.507987139783
speedier, subject: -0.1129135771
fortunate, lazy: 1.40743722719
franco, incidental: 0.453240249363
queer, typically: 0.210856457995
euphoric, ma: 0.022861314632
commended, unbiased: 1.26415106338
formally, world-wide: 0.0
frank, honored: 0.806843621794
predictable, strongest: 0.991351067188
startling, toasted: 1.26921839
fair-minded, him: 0.0
expanding, state-run: 0.0
fat, shifty: 1.89945536313
closer, proportional: 0.464789535966
apace, note: 0.674769883938
smart, visibility: 0.533183410817
idiotic, incredible: 1.55418600807
definitive, export-ready: 0.0
enhanced, evil: 0.091821358258
all-important, freezing: 0.0
blunt, perfectly: 0.355953382007
positively, solidarity: 0.918399558731
cinematography, harsh: 1.56514869604
busy, generous: 1.22215699352
crushed, satisfactory: 0.102365689335
accountable, changing: 0.913083343016
eerie, sensible: 0.477550041854
serene, vis-: 0.0
however, proportionate: 0.692740681052
reality, undisputed: 1.17833631689
limp, soothing: 1.38086341926
injurious, nuts: 1.23904267868
fairest, renowned: 0.459395282275
fuller, jam-packed: 0.0
historic, losin: -0.239594615435
contrary, touchy: 0.066577919855
improving, unpopular: 0.589638788524
hunger, significant: 0.1278040289
invisible, questionable: 1.58949440738
co-chairperson, planning: 0.0
suspect, tiring: 0.761466368237
competitive, forthcoming: 0.828374734472
finally, yesterday: 1.02170421476
less-favoured, self-employed: 0
indisputable, wounded: 1.1399072204
non-binding, respendable: 0
hateful, unconscionable: 3.76879282215
unchangeable, young: 0.461592046897
mieux, modified: 0.691307751108
underway, worried: 0.403965604123
instrumental, rigght: 0.0
irate, terrorized: 2.79889644849
neglected, sadder: 1.59471515297
ever, practical: 0.500704220365
doing, starved: 0.70781597635
proven, similarly: 0.388458453948
comercial, youngest: -1.18982663281
best, disappointing: 1.51412526723
hurry, stimulating: 0.302352733241
case, empty: 0.368631895429
environmentally-friendly, ideally: 0.0
lowest, tolerable: 1.80844207316
self-sustaining, toast: 0.0
handled, thank: 1.18626231046
out, religious: 0.587941821528
multidimensional, opposed: 0.428503031145
competitive, woken: -0.338390019523
competent, shifty: 1.61100396053
difficult, fertile: 2.2343938951
acute, exhausting: 0.98074542417
bitter, interesting: 1.18038788134
clarify, pronounced: 0.831099572173
expressly, typical: 0.60766724406
environment-friendly, mideast: 0.0
ignored, warm: 0.062016673773
thready, typical: 0.436704466752
nigh, nobler: 0.645181144515
acclaimed, well-planned: 0.0
actionable, copacetic: -0.281746577092
steep, up: 0.716521493312
heard, physical: -0.100819050197
odious, unconditional: 1.51866591903
incompetent, unique: -0.135908193017
almost, them: 0.477578651481
okay, vice-chair: 0.0
issue, long-range: 0.0
prime, well-placed: 0.0
good-iooking, uppermost: 0.0
flawless, responsive: 0.761928256325
impartial, stated: 0.905261196565
deplorable, widespread: 1.49839673388
neutral, shortest: 0.45974394784
emaciated, foremost: -0.590615039251
burned, warmer: 1.19940560781
ephemeral, given: 0.780514181078
full, tailored: 0.759785905347
day, destabilizing: -0.013440478376
catastrophic, pleased: 0.025387657679
longest, similar: 0.216849382203
hinky, u.s.: 0.0
academic, certainly: 0.698091752195
decent, vice-chair: 0.0
permanent, thanan: 0.0
elsewhere, suspicious: 0.799801536564
earlier, general: 0.219843029291
insecure, non-exclusive: 0.0
domestic, historical: 0.816341314497
invested, jump: 0.529136362049
crystal-clear, unprotected: 0.0
fourth, l: -0.245709160704
connected, supreme: -0.218455370134
fabulous, generalised: 0.0
back, unspoiled: 0.341904269656
also, populous: 0.318050201336
demanding, viewable: 0.168899759698
germane, third: 0.426926766436
solid, unaffected: 1.02676956337
correctly, universal: 0.972774026102
babe, earlier: 0.200299659765
disconcerting, mission-critical: 0.0
historical, long-term: 0.0
topical, urgently: 1.6717334405
jurisdictional, midget: 0.256515855833
authoritative, nude: 0.443425048693
overweight, selective: 0.773894912473
legibly, north-west: 0.0
authorized, expensive: 1.16376280637
defenceless, exorbitant: 0.0
carefully, drier: 0.030900822812
populated, short-sighted: 0.0
cabbage, individualized: -0.165734124694
seropositive, susceptible: 2.11134734147
accelerating, commendable: 0.954876574184
lonely, troublesome: 1.47455003125
overweight, various: 0.046686858082
fulfilled, integrated: 1.25187055851
heaviest, operated: 0.392554443418
secret, wait: 0.761009595136
receivable, surprised: -0.079596090298
gay, uneasy: 1.59470965043
braver, gigantic: 0.632869587923
disappeared, troubled: 0.857431008005
disastrous, finished: 0.946153281297
automatic, dominant: 0.673585155294
attainable, flammable: 1.39640627584
incongruous, sublime: 2.83328559544
encouraging, sizeable: 0.985941681151
charmed, forgiving: 2.30334066855
craze, unimaginable: 0.767161032575
off, profitability: -0.181831694244
deposited, distinctive: 0.322950032202
presentable, rubbish: 1.76224116258
insufficient, time-sensitive: 0.0
direct, warmer: 0.524835640454
intense, overworked: 1.17780596275
less-favoured, mightier: 0.0
danger, incorrect: 1.28424602146
adorable, fried: 2.48640237615
reimbursable, smug: -0.435813851387
nude, scarce: -0.378469995683
longstanding, understandable: 0.956090288085
robust, shitless: -0.215892315206
booked, same: 0.519541690355
comparable, heavier: 1.32940952355
belligerent, conducive: 2.03320132036
cheap, griet: 0.0
rarer, require: 2.54198589764
undemanding, vis-: 0.0
eastern, several: 0.795131463425
standing, unreasonable: 0.530371181324
impossible, readable: 2.30291093554
intelligent, pitiable: 1.19874901871
marine, regularly: -0.013982500521
corny, true: 1.97378358838
intended, predominant: 0.878167183694
derisory, scanty: 1.58749362779
disabled, sufficiently: 0.686353403506
info, performed: -0.235812117359
freer, well-founded: 0.0
chilly, punchy: 1.48945993616
one-sided, submitted: 0.0
constantly, hideous: 0.898538484517
connected, incorrect: 0.587781170719
bankrupt, co-ownership: 0.0
fun-loving, operative: 0.0
lower, rationalized: 1.26406700765
non-toxic, well-deserved: 0
beautifui, insubstantial: 0.0
environmental, nonsense: 0.165920073596
looser, synergistic: 0.280478236539
consulted, fifth: 0.075893028391
refined, sour: 1.63556265897
best-known, real: 0.0
existing, terrible: 0.196537097573
need-to-know, significant: 0.0
huh, humane: 0.816205956907
perfectly, quoted: 0.397884105418
radical, rarer: 0.526293098085
delusional, restrictive: 1.41542158841
knowing, undisputed: 0.416226861121
headstrong, mla: 0.08324413716
concrete, identified: 0.760048748919
noteworthy, uncompetitive: 1.12069998145
distraught, expedient: 0.162700666894
herein, successfully: 1.31974260403
hollow, sadder: 2.71113112891
probable, singular: 0.392569004297
ambitious, mortal: 0.502256964775
allright, irrational: 0.940918371304
same, well-informed: 0.0
prerequisite, slow: 1.27379975219
export-ready, volatile: 0.0
then, unbiased: 0.203529661328
bare, easiest: 0.691706546717
holier, shitty: 2.36484949951
gullible, still: 0.508141646532
giant, innocent: 0.209705827115
furthest, meaningful: 0.202114699356
circumspect, placed: 0.411043982645
accessed, up-to-date: 0.0
arbitrary, thereto: 0.437852457169
alert, symbolic: -0.15625144388
distinctive, two: 0.289225803178
leave, meritorious: 0.581741903389
seriously, suited: 0.570544981266
gay, hollow: 0.793103609498
diminished, get: 0.413973215035
familiar, undemanding: 1.88502318123
lye, vulnerable: -0.515501553263
flourishing, substantive: -0.210941567783
understood, upbeat: 0.842367348744
straight, unprofitable: 0.921711332003
over-optimistic, spicy: 0.0
confusing, weii: 0.0
cautious, interwoven: -0.24165454613
crushed, ecological: -0.13145742537
interrelated, well-documented: 0.0
longitude, rather: -0.211854612201
interim, pushy: -0.482605194631
distracting, inefficient: 1.80305703409
global, vice-chair: 0.0
graduate, mentioned: 0.720147631472
terminated, unendurable: 1.39369636568
long, pertinent: 0.155669166991
narrower, unused: 0.033725501228
cooperative, especiaily: 0.0
horseshit, well-defined: 0.0
moot, tangible: 1.17727924057
issued, like: -0.056965309315
ordinary, unidentified: 0.99284853555
blind, immense: 0.80809760294
sentimental, vigorous: 0.389387352542
illogical, subtler: 1.67274234866
assertive, fairly: 0.857047570096
fourth, used: -0.008208757155
mad, patentable: 0.862492100552
desolate, dormant: 1.93272792657
rapid, two-thirds: 0.0
alert, repayable: -0.702849816454
preferred, unaffordable: 1.19075935303
chaotic, restored: 0.951331288092
brave, cleanest: 1.03165207747
focused, politically: 0.460861435911
dormant, manifestly: -0.073155006823
overridden, smooth: 0.460984666333
demeaning, state-run: 0.0
breadth, inexpensive: 0.214534212516
ignorant, sadder: 1.8935178822
infeasible, smug: 0.712673909494
disorientated, empowered: 1.38352123698
operated, sudden: -0.593542521728
all-powerful, seventh: 0.0
clueless, following: -0.034312817831
complimentary, north-east: 0.0
notable, sustainable: 0.332910191518
indispensible, unwarranted: 0.677425161143
friendly, some: 0.417192014345
one-sidedly, stuffed: 0.0
fat, stay: 0.29437972346
moderate, prevalent: 0.997381624753
challenges, well-respected: 0.0
educated, teeny: 0.296926012686
economic, irresponsible: 1.30023180598
clearly, now: 1.02206700092
cardinal, satisfied: -0.108780982669
self-serving, stiff: 0.0
friends, insulted: 1.37632515552
identifiable, smug: 1.12659754456
bothersome, insurmountable: 2.08052794011
infallible, well-protected: 0.0
parallel, unitary: 2.06664245037
imperfect, lasting: 1.4497720807
shocked, tom: 0.047633226172
brighter, chilly: 2.68604032549
dynamite, naked: 0.343470395158
minimal, unjustified: 1.32643546181
binding, unique: 0.747747514487
battered, myself: 0.36564191449
cosmetic, truly: 0.537084511775
mainly, such: 0.845645371061
degraded, establishment: 0.832651347264
bullshit, invalid: 0.922233872505
briefly, disparate: 0.551512834259
enraged, life-threatening: 0.0
bare, chaotic: 0.580050194677
dreamy, poverty-stricken: 0.0
predominant, unsound: 1.24177036666
functionally, stuffed: -0.030380194367
overripe, unbiased: 1.3808660181
impatient, inappropriate: 0.888328540894
fearful, patient: 1.28364611591
far, strengthening: 0.531656058657
persuasive, tight: 0.406351366671
perfect, valuable: 1.54107364866
abundant, repeated: 0.968275629528
felt, unfortunately: 1.25882014363
dre, streamlined: -0.190182396952
material, us: 0.752684465097
mature, non-partisan: 0.0
1st, respendable: 0.0
coherent, variable: 0.431063292621
colder, scandalous: -0.176384342665
sombre, stale: 1.75961248625
earliest, noble: 0.504637730479
better-iooking, exceptional: 0.0
ashamed, cold: 0.95339469364
annually, exempt: 1.84808207376
comprehensive, routine: 0.586014181403
polished, precisely: 0.960583422712
biased, controversial: 1.8471418434
clara, immense: -0.135846567179
hlv-positive, schizo: 0.0
relieved, uneasy: 2.91485521175
equipped, incalculable: 0.058755104748
inexpensive, well-off: 0.0
characteristic, distraught: -0.238677201787
inferior, twisted: 1.14962237887
easier, unprecedented: 0.525070902452
gotta, inconspicuous: 0.465257248746
black, retail: 0.183851608686
brain-dead, iucky: 0
briefly, rational: 0.397615083103
misused, organic: -0.355389358607
noted, upper: 0.175197246279
groundless, tremendous: 0.704013507498
lengthy, overripe: 1.10853070929
deprived, find: 1.13613392301
educated, generated: 0.063173687316
prat, unremarkable: 0.940671283082
self-serving, well-positioned: 0
contentious, green: 0.768061166074
just, livid: 0.644563009525
complicated, direct: 0.763343445882
absolute, substantiated: 0.73742640509
discriminate, tangible: -0.015441962316
dopey, specified: 0.088110401134
groovy, inestimable: -0.084994544395
between, payable: 1.71773370163
concrete, excited: 0.070112016836
19, groovy: 0.0
increasing, smallest: 1.2170667427
flattering, truly: 0.47467900425
believable, opening: 0.045250904712
distinguished, largely: 0.435650273598
for, largest: 0.460200503403
felt, immersive: 1.19087218852
happiest, relaxing: 3.65077608151
undemanding, well: 0.800462468479
corrupt, mild: -0.183587285228
